Title,Release date,Year,Month,Season,runTime,Genre,MPAA_Rating,is_original,is_franchise,averageRating,numVotes,performance,distributor,Original,Franchise,combined,commitment_logic,conveninec logic,quadrant
Ad Vitam,1/10/2025,2025,1,Winter,98,Action thriller,R,0,0,5.9,11121,Streaming-hit,streaming,non-original,non-franchise,new,0.004072576,0.558947368,Scenario 3: Strong Convenience
Back in Action,1/17/2025,2025,1,Winter,114,Action comedy,PG-13,0,0,5.9,65650,Streaming-hit,streaming,non-original,non-franchise,new,0.027966545,0.505714286,Scenario 3: Strong Convenience
Lucca's World,1/31/2025,2025,1,Winter,96,Drama,PG-13,0,0,6.9,1784,Streaming-hit,streaming,non-original,non-franchise,new,0.000639978,0.661466165,Scenario 3: Strong Convenience
Kinda Pregnant,2/5/2025,2025,2,Winter,100,Comedy,R,0,0,4.9,18012,Streaming-flop,streaming,non-original,non-franchise,new,0.006730714,0.458684211,Scenario 2: Weak Commitment/Convenience
The Witcher: Sirens of the Deep,2/11/2025,2025,2,Winter,91,Animation,R,0,0,6.1,11057,Streaming-flop,streaming,non-original,non-franchise,new,0.003759914,0.601973684,Scenario 3: Strong Convenience
Death Before the Wedding,2/12/2025,2025,2,Winter,106,Comedy,PG-13,0,0,4.8,696,Streaming-flop,streaming,non-original,non-franchise,new,0.000275686,0.433082707,Scenario 2: Weak Commitment/Convenience
Honeymoon Crasher,2/12/2025,2025,2,Winter,95,Comedy,R,0,0,5.6,3624,Streaming-flop,streaming,non-original,non-franchise,new,0.001286504,0.54,Scenario 3: Strong Convenience
La Dolce Villa,2/13/2025,2025,2,Winter,99,Romantic comedy,PG,0,0,6,12445,Streaming-flop,streaming,non-original,non-franchise,new,0.004603937,0.565037594,Scenario 3: Strong Convenience
Dhoom Dhaam,2/14/2025,2025,2,Winter,108,Romantic comedy,R,0,0,6.4,8485,Streaming-flop,streaming,non-original,non-franchise,new,0.003424324,0.570225564,Scenario 3: Strong Convenience
Love Forever,2/14/2025,2025,2,Winter,96,Romantic comedy,R,0,0,5.2,1915,Streaming-flop,streaming,non-original,non-franchise,new,0.000686972,0.498496241,Scenario 2: Weak Commitment/Convenience
The Most Beautiful Girl in the World,2/14/2025,2025,2,Winter,122,Romantic comedy,PG-13,0,0,6.2,1107,Streaming-flop,streaming,non-original,non-franchise,new,0.000504669,0.503458647,Scenario 3: Strong Convenience
Umjolo: There is No Cure,2/14/2025,2025,2,Winter,78,Romantic comedy,R,0,0,4.1,170,Streaming-flop,streaming,non-original,non-franchise,new,4.95499E-05,0.434661654,Scenario 2: Weak Commitment/Convenience
A Copenhagen Love Story,2/26/2025,2025,2,Winter,105,Romance,R,0,0,6.3,2265,Streaming-flop,streaming,non-original,non-franchise,new,0.000888703,0.571973684,Scenario 3: Strong Convenience
Demon City,2/27/2025,2025,2,Winter,107,Revenge thriller,R,1,0,5.4,6246,Streaming-hit,streaming,original,non-franchise,old,0.003746073,0.322781955,Scenario 2: Weak Commitment/Convenience
The Wrong Track,2/27/2025,2025,2,Winter,94,Drama,Not Rated,0,0,6,1267,Streaming-flop,streaming,non-original,non-franchise,new,0.000445045,0.581954887,Scenario 3: Strong Convenience
Sosyal Climbers,2/27/2025,2025,2,Winter,103,Romantic comedy,R,0,0,5,389,Streaming-flop,streaming,non-original,non-franchise,new,0.000149722,0.459586466,Scenario 2: Weak Commitment/Convenience
Squad 36,2/28/2025,2025,2,Winter,124,Crime thriller,R,0,0,5.5,3144,Streaming-hit,streaming,non-original,non-franchise,new,0.001456812,0.440413534,Scenario 2: Weak Commitment/Convenience
Delicious,3/7/2025,2025,3,Spring,102,Drama,R,0,0,4.4,6230,Streaming-flop,streaming,non-original,non-franchise,new,0.002374584,0.406917293,Scenario 2: Weak Commitment/Convenience
Nadaaniyan,3/7/2025,2025,3,Spring,119,Romantic comedy,PG-13,0,0,3,16024,Streaming-flop,streaming,non-original,non-franchise,new,0.007125529,0.248684211,Scenario 2: Weak Commitment/Convenience
Plankton: The Movie,3/7/2025,2025,3,Spring,87,CGI animation musical comedy,G,0,0,5.3,4553,Streaming-hit,streaming,non-original,non-franchise,new,0.001480185,0.534981203,Scenario 3: Strong Convenience
The Electric State,3/14/2025,2025,3,Spring,128,Science fiction adventure,PG-13,0,0,5.9,82982,Streaming-hit,streaming,non-original,non-franchise,new,0.039691097,0.459135338,Scenario 1: Strong Commitment
Little Siberia,3/21/2025,2025,3,Spring,106,Comedy drama,R,0,0,5.2,1851,Streaming-flop,streaming,non-original,non-franchise,new,0.000733182,0.469172932,Scenario 2: Weak Commitment/Convenience
Revelations,3/21/2025,2025,3,Spring,122,Thriller,R,0,0,6,5286,Streaming-flop,streaming,non-original,non-franchise,new,0.002409829,0.487218045,Scenario 2: Weak Commitment/Convenience
The Life List,3/28/2025,2025,3,Spring,125,Romantic comedy,PG-13,0,0,6.8,39203,Streaming-hit,streaming,non-original,non-franchise,new,0.018311695,0.540676692,Scenario 3: Strong Convenience
Promised Hearts,3/31/2025,2025,3,Spring,109,Religious romantic drama,PG-13,0,0,5.2,374,Streaming-flop,streaming,non-original,non-franchise,new,0.000152334,0.46037594,Scenario 2: Weak Commitment/Convenience
Banger,4/2/2025,2025,4,Spring,91,Comedy thriller,R,0,0,4.9,1360,Streaming-flop,streaming,non-original,non-franchise,new,0.000462466,0.483552632,Scenario 2: Weak Commitment/Convenience
Test,4/4/2025,2025,4,Spring,145,Sports drama,PG-13,0,0,5.1,2765,Streaming-flop,streaming,non-original,non-franchise,new,0.001498174,0.347988722,Scenario 2: Weak Commitment/Convenience
The Dad Quest,4/9/2025,2025,4,Spring,84,Drama,PG-13,0,0,5.5,628,Streaming-flop,streaming,non-original,non-franchise,new,0.000197123,0.564473684,Scenario 3: Strong Convenience
Frozen Hot Boys,4/10/2025,2025,4,Spring,118,Drama,Not Rated,0,0,6.2,484,Streaming-flop,streaming,non-original,non-franchise,new,0.000213416,0.517443609,Scenario 3: Strong Convenience
Meet the Khumalos,4/11/2025,2025,4,Spring,93,Comedy,PG-13,0,0,5.2,599,Streaming-flop,streaming,non-original,non-franchise,new,0.000208166,0.507293233,Scenario 3: Strong Convenience
iHostage,4/18/2025,2025,4,Spring,102,Crime thriller,R,0,0,5.7,13163,Streaming-hit,streaming,non-original,non-franchise,new,0.005017118,0.527142857,Scenario 3: Strong Convenience
Bullet Train Explosion,4/23/2025,2025,4,Spring,137,Action thriller,PG-13,1,1,6.2,9006,Streaming-hit,streaming,original,franchise,old,0.006915809,0.300676692,Scenario 2: Weak Commitment/Convenience
Havoc,4/25/2025,2025,4,Spring,107,Action thriller,R,0,0,5.6,67561,Streaming-hit,streaming,non-original,non-franchise,new,0.027013389,0.502105263,Scenario 3: Strong Convenience
Exterritorial,4/30/2025,2025,4,Spring,109,Action thriller,R,0,0,5.8,17912,Streaming-hit,streaming,non-original,non-franchise,new,0.007295748,0.513496241,Scenario 3: Strong Convenience
The Biggest Fan,5/1/2025,2025,5,Spring,92,Comedy,R,0,0,4.4,436,Streaming-flop,streaming,non-original,non-franchise,new,0.00014989,0.431729323,Scenario 2: Weak Commitment/Convenience
Last Bullet,5/7/2025,2025,5,Spring,112,Action-adventure,R,0,0,6.3,3901,Streaming-hit,streaming,non-original,non-franchise,new,0.00163265,0.547105263,Scenario 3: Strong Convenience
Nonnas,5/9/2025,2025,5,Spring,114,Comedy,PG,0,0,6.8,45450,Streaming-hit,streaming,non-original,non-franchise,new,0.019361454,0.582857143,Scenario 3: Strong Convenience
Fear Street: Prom Queen,5/23/2025,2025,5,Spring,90,Slasher,R,0,0,5.1,25493,Streaming-flop,streaming,non-original,non-franchise,new,0.008573589,0.506165414,Scenario 3: Strong Convenience
Off Track 2,5/23/2025,2025,5,Spring,97,Sports comedy drama,Not Rated,0,0,5.5,1124,Streaming-flop,streaming,non-original,non-franchise,new,0.000407415,0.524154135,Scenario 3: Strong Convenience
A Widow's Game,5/30/2025,2025,5,Spring,122,Crime thriller,R,0,0,6.2,8589,Streaming-hit,streaming,non-original,non-franchise,new,0.00391563,0.503458647,Scenario 3: Strong Convenience
Lost in Starlight,5/30/2025,2025,5,Spring,98,Animated romantic drama,PG,0,0,7,5495,Streaming-flop,streaming,non-original,non-franchise,new,0.002012301,0.663157895,Scenario 3: Strong Convenience
The Heart Knows,5/30/2025,2025,5,Spring,89,Drama,Not Rated,0,0,5.8,1131,Streaming-flop,streaming,non-original,non-franchise,new,0.000376142,0.578909774,Scenario 3: Strong Convenience
K.O.,6/6/2025,2025,6,Summer,86,Action,R,0,0,5.8,5099,Streaming-hit,streaming,non-original,non-franchise,new,0.001638637,0.588721805,Scenario 3: Strong Convenience
Straw,6/6/2025,2025,6,Summer,107,Drama,R,0,0,6.5,30466,Streaming-flop,streaming,non-original,non-franchise,new,0.012181435,0.582800752,Scenario 3: Strong Convenience
Our Times,6/11/2025,2025,6,Summer,90,Comedy,PG-13,0,0,5.4,2982,Streaming-flop,streaming,non-original,non-franchise,new,0.001002881,0.53593985,Scenario 3: Strong Convenience
KPop Demon Hunters,6/20/2025,2025,6,Summer,99,CGI animation musical fantasy,PG,0,0,7.5,122289,Streaming-hit,streaming,non-original,non-franchise,new,0.045239919,0.706296992,Scenario 4: Hybrid Logic
Semi-Soeter,6/20/2025,2025,6,Summer,92,Comedy,PG,0,0,4.7,254,Streaming-flop,streaming,non-original,non-franchise,new,8.73214E-05,0.461165414,Scenario 2: Weak Commitment/Convenience
The Old Guard 2,7/2/2025,2025,7,Summer,106,Superhero,R,0,0,5.1,44796,Streaming-hit,streaming,non-original,non-franchise,new,0.017743706,0.460150376,Scenario 2: Weak Commitment/Convenience
Ziam,7/9/2025,2025,7,Summer,96,Horror,R,0,0,4.9,4641,Streaming-flop,streaming,non-original,non-franchise,new,0.001664877,0.469736842,Scenario 2: Weak Commitment/Convenience
Brick,7/10/2025,2025,7,Summer,100,Thriller,R,0,0,5.5,25974,Streaming-hit,streaming,non-original,non-franchise,new,0.00970595,0.514849624,Scenario 3: Strong Convenience
Aap Jaisa Koi,7/11/2025,2025,7,Summer,115,Romantic comedy,PG-13,0,0,5.8,5858,Streaming-flop,streaming,non-original,non-franchise,new,0.002517366,0.49387218,Scenario 2: Weak Commitment/Convenience
Almost Cops,7/11/2025,2025,7,Summer,97,Comedy,R,0,0,5,3348,Streaming-flop,streaming,non-original,non-franchise,new,0.001213546,0.476503759,Scenario 2: Weak Commitment/Convenience
Madea's Destination Wedding,7/11/2025,2025,7,Summer,104,Comedy,PG-13,0,0,5.1,3528,Streaming-flop,streaming,non-original,non-franchise,new,0.001371075,0.465902256,Scenario 2: Weak Commitment/Convenience
Almost Family,7/18/2025,2025,7,Summer,81,Comedy,PG,0,0,4.7,1246,Streaming-flop,streaming,non-original,non-franchise,new,0.00037714,0.490319549,Scenario 2: Weak Commitment/Convenience
Wall to Wall,7/18/2025,2025,7,Summer,118,Suspense thriller,R,0,0,5.9,7940,Streaming-flop,streaming,non-original,non-franchise,new,0.003501078,0.492406015,Scenario 2: Weak Commitment/Convenience
A Normal Woman,7/24/2025,2025,7,Summer,110,Psychological thriller,R,0,0,4.4,1271,Streaming-flop,streaming,non-original,non-franchise,new,0.000522441,0.387067669,Scenario 2: Weak Commitment/Convenience
Happy Gilmore 2,7/25/2025,2025,7,Summer,117,Sports comedy,PG-13,0,1,6.1,115030,Streaming-hit,streaming,non-original,franchise,old,0.075437532,0.341691729,Scenario 1: Strong Commitment
An Honest Life,7/31/2025,2025,7,Summer,122,Thriller,R,0,0,5.6,1661,Streaming-flop,streaming,non-original,non-franchise,new,0.000757232,0.454736842,Scenario 2: Weak Commitment/Convenience
My Oxford Year,8/1/2025,2025,8,Summer,112,Coming-of-age romantic comedy,PG-13,0,0,5.9,27925,Streaming-hit,streaming,non-original,non-franchise,new,0.011687199,0.512368421,Scenario 3: Strong Convenience
Fixed,8/13/2025,2025,8,Summer,86,Adult animated romantic comedy,R,0,0,5.2,5048,Streaming-flop,streaming,non-original,non-franchise,new,0.001622247,0.527819549,Scenario 3: Strong Convenience
Night Always Comes,8/15/2025,2025,8,Summer,110,Crime drama,R,0,0,5.9,15259,Streaming-flop,streaming,non-original,non-franchise,new,0.006272172,0.519022556,Scenario 3: Strong Convenience
Fall for Me,8/21/2025,2025,8,Summer,105,Erotic thriller,R,0,0,4.8,5436,Streaming-hit,streaming,non-original,non-franchise,new,0.002132888,0.435789474,Scenario 2: Weak Commitment/Convenience
Gold Rush Gang,8/21/2025,2025,8,Summer,120,Historical drama,R,0,0,4.1,357,Streaming-flop,streaming,non-original,non-franchise,new,0.000160084,0.337556391,Scenario 2: Weak Commitment/Convenience
One Hit Wonder,8/21/2025,2025,8,Summer,112,Romantic comedy,Not Rated,0,0,4.7,154,Streaming-flop,streaming,non-original,non-franchise,new,6.44522E-05,0.408157895,Scenario 2: Weak Commitment/Convenience
Abandoned Man,8/22/2025,2025,8,Summer,91,Drama,Not Rated,0,0,5.8,3833,Streaming-hit,streaming,non-original,non-franchise,new,0.001303405,0.572368421,Scenario 3: Strong Convenience
Fantasy Football Ruined Our Lives,8/27/2025,2025,8,Summer,98,Comedy,Not Rated,0,0,4.9,795,Streaming-flop,streaming,non-original,non-franchise,new,0.000291134,0.464210526,Scenario 2: Weak Commitment/Convenience
Planet Single: Greek Adventure,8/27/2025,2025,8,Summer,100,Comedy,Not Rated,0,0,3.9,485,Streaming-flop,streaming,non-original,non-franchise,new,0.000181235,0.365075188,Scenario 2: Weak Commitment/Convenience
The Thursday Murder Club,8/28/2025,2025,8,Summer,120,Mystery,PG-13,0,0,6.5,82620,Streaming-hit,streaming,non-original,non-franchise,new,0.037048077,0.535150376,Scenario 4: Hybrid Logic
Love Untangled,8/29/2025,2025,8,Summer,121,Coming-of-age romance,PG,0,0,7.1,4483,Streaming-hit,streaming,non-original,non-franchise,new,0.002026998,0.580545113,Scenario 3: Strong Convenience
Inspector Zende,9/5/2025,2025,9,Fall/Autumn,112,Comedy,R,0,0,5.8,3108,Streaming-flop,streaming,non-original,non-franchise,new,0.001300763,0.503684211,Scenario 3: Strong Convenience
Kontrabida Academy,9/11/2025,2025,9,Fall/Autumn,108,Comedy,PG-13,0,0,5.9,430,Streaming-flop,streaming,non-original,non-franchise,new,0.000173537,0.525676692,Scenario 3: Strong Convenience
The Wrong Paris,9/12/2025,2025,9,Fall/Autumn,107,Romantic comedy,NR,0,0,6.1,13563,Streaming-hit,streaming,non-original,non-franchise,new,0.00542299,0.54693609,Scenario 3: Strong Convenience
Same Day with Someone,9/18/2025,2025,9,Fall/Autumn,119,Romantic comedy,PG-13,0,0,5.4,236,Streaming-flop,streaming,non-original,non-franchise,new,0.000104944,0.447631579,Scenario 2: Weak Commitment/Convenience
She Said Maybe,9/19/2025,2025,9,Fall/Autumn,107,Romantic comedy,PG-13,0,0,4.9,1839,Streaming-flop,streaming,non-original,non-franchise,new,0.0007353,0.439342105,Scenario 2: Weak Commitment/Convenience
French Lover,9/26/2025,2025,9,Fall/Autumn,122,Romantic comedy,R,0,0,6.2,6165,Streaming-hit,streaming,non-original,non-franchise,new,0.002810555,0.503458647,Scenario 3: Strong Convenience
Mantis,9/26/2025,2025,9,Fall/Autumn,113,Action,R,0,0,5.3,3789,Streaming-flop,streaming,non-original,non-franchise,new,0.001599935,0.457274436,Scenario 2: Weak Commitment/Convenience
Ruth & Boaz,9/26/2025,2025,9,Fall/Autumn,93,Romance,Not Rated,0,0,6,2400,Streaming-flop,streaming,non-original,non-franchise,new,0.000834053,0.585338346,Scenario 3: Strong Convenience
Steve,10/3/2025,2025,10,Fall/Autumn,93,Drama,R,0,0,6.4,17836,Streaming-flop,streaming,non-original,non-franchise,new,0.006198401,0.624360902,Scenario 3: Strong Convenience
Caramelo,10/8/2025,2025,10,Fall/Autumn,101,Comedy,PG-13,0,0,7.1,8264,Streaming-hit,streaming,non-original,non-franchise,new,0.003118968,0.660620301,Scenario 3: Strong Convenience
Swim to Me,10/10/2025,2025,10,Fall/Autumn,103,Drama,Not Rated,0,0,5.5,423,Streaming-flop,streaming,non-original,non-franchise,new,0.000162808,0.505545113,Scenario 3: Strong Convenience
The Woman in Cabin 10,10/10/2025,2025,10,Fall/Autumn,95,Psychological thriller,R,0,0,5.8,66182,Streaming-hit,streaming,non-original,non-franchise,new,0.023494311,0.559285714,Scenario 3: Strong Convenience
Everybody Loves Me When I'm Dead,10/14/2025,2025,10,Fall/Autumn,128,Crime drama,R,0,0,5.9,506,Streaming-flop,streaming,non-original,non-franchise,new,0.000242025,0.459135338,Scenario 2: Weak Commitment/Convenience
Inside Furioza,10/15/2025,2025,10,Fall/Autumn,167,Action,R,0,0,6.2,1932,Streaming-flop,streaming,non-original,non-franchise,new,0.001205654,0.34612782,Scenario 2: Weak Commitment/Convenience
The Time That Remains,10/16/2025,2025,10,Fall/Autumn,117,Romantic drama,R,0,0,4.8,222,Streaming-flop,streaming,non-original,non-franchise,new,9.70595E-05,0.403308271,Scenario 2: Weak Commitment/Convenience
27 Nights,10/17/2025,2025,10,Fall/Autumn,108,Drama,R,0,0,6.4,1525,Streaming-flop,streaming,non-original,non-franchise,new,0.00061545,0.570225564,Scenario 3: Strong Convenience
Good News,10/17/2025,2025,10,Fall/Autumn,138,Action thriller,R,0,0,6.6,3469,Streaming-flop,streaming,non-original,non-franchise,new,0.001788886,0.476390977,Scenario 2: Weak Commitment/Convenience
She Walks in Darkness,10/17/2025,2025,10,Fall/Autumn,108,Political thriller,R,0,0,6.6,3449,Streaming-flop,streaming,non-original,non-franchise,new,0.001391926,0.588045113,Scenario 3: Strong Convenience
The Twits,10/17/2025,2025,10,Fall/Autumn,102,CGI animation comedy,PG,0,0,4.7,4031,Streaming-flop,streaming,non-original,non-franchise,new,0.001536428,0.434661654,Scenario 2: Weak Commitment/Convenience
The Elixir,10/23/2025,2025,10,Fall/Autumn,117,Zombie thriller,R,0,0,5.3,6139,Streaming-flop,streaming,non-original,non-franchise,new,0.002684001,0.445319549,Scenario 2: Weak Commitment/Convenience
A House of Dynamite,10/24/2025,2025,10,Fall/Autumn,115,Political thriller,R,0,0,6.4,111717,Streaming-flop,streaming,non-original,non-franchise,new,0.048008301,0.544962406,Scenario 4: Hybrid Logic
Ballad of a Small Player,10/29/2025,2025,10,Fall/Autumn,102,Psychological thriller,R,0,0,5.9,23316,Streaming-flop,streaming,non-original,non-franchise,new,0.008886965,0.545639098,Scenario 3: Strong Convenience
Frankenstein,11/7/2025,2025,11,Fall/Autumn,152,Gothic science fiction,R,0,0,7.4,280653,Streaming-hit,streaming,non-original,non-franchise,new,0.159408879,0.475714286,Scenario 1: Strong Commitment
Mango,11/7/2025,2025,11,Fall/Autumn,96,Romance,Not Rated,0,0,5.7,2117,Streaming-flop,streaming,non-original,non-franchise,new,0.000759436,0.546428571,Scenario 3: Strong Convenience
A Merry Little Ex-Mas,11/12/2025,2025,11,Fall/Autumn,91,Christmas romantic comedy,PG,0,0,5.3,10652,Streaming-hit,streaming,non-original,non-franchise,new,0.003622195,0.523026316,Scenario 3: Strong Convenience
Tee Yai: Born to Be Bad,11/13/2025,2025,11,Fall/Autumn,117,Crime drama,R,0,0,5.2,340,Streaming-flop,streaming,non-original,non-franchise,new,0.00014865,0.436917293,Scenario 2: Weak Commitment/Convenience
In Your Dreams,11/14/2025,2025,11,Fall/Autumn,91,CGI animation fantasy,PG,0,0,6.5,6774,Streaming-hit,streaming,non-original,non-franchise,new,0.002303487,0.641447368,Scenario 3: Strong Convenience
Lefter: The Story of the Ordinarius,11/14/2025,2025,11,Fall/Autumn,126,Drama,Not Rated,0,0,6.5,3353,Streaming-flop,streaming,non-original,non-franchise,new,0.001578714,0.513157895,Scenario 3: Strong Convenience
Champagne Problems,11/19/2025,2025,11,Fall/Autumn,99,Christmas romantic comedy,PG-13,0,0,6,12778,Streaming-flop,streaming,non-original,non-franchise,new,0.004727127,0.565037594,Scenario 3: Strong Convenience
The Son of a Thousand Men,11/19/2025,2025,11,Fall/Autumn,127,Drama,R,0,0,7.4,2170,Streaming-flop,streaming,non-original,non-franchise,new,0.001029823,0.580037594,Scenario 3: Strong Convenience
The Follies,11/20/2025,2025,11,Fall/Autumn,121,Anthology drama,Not Rated,0,0,6.4,501,Streaming-flop,streaming,non-original,non-franchise,new,0.000226528,0.523308271,Scenario 3: Strong Convenience
Train Dreams,11/21/2025,2025,11,Fall/Autumn,103,Drama,PG-13,0,0,7.5,83605,Streaming-flop,streaming,non-original,non-franchise,new,0.032178716,0.689379699,Scenario 4: Hybrid Logic
