,Title,Release date,Genre,runTime,distributor,averageRating,numVotes,tconst,MPAA_Rating,is_sequel,is_franchise,is_adaptation,is_remake,budget,revenue,is_original,total_weeks,performance
557,Do Not Disturb,2023-09-29,Dramedy,114,Streaming,6.3,11787.0,tt23049270,R,0,0,0,0,0,0,original,1.0,Streaming-flop
558,Nowhere,2023-09-29,Thriller,109,Streaming,6.3,48368.0,tt15789472,R,0,0,0,0,0,0,original,15.0,Streaming-hit
559,Reptile,2023-09-29,Crime drama,136,Streaming,6.8,108579.0,tt13274016,R,0,0,0,0,0,0,original,5.0,Streaming-hit
560,Keys to the Heart,2023-10-04,Drama,102,Streaming,6.5,354.0,tt29025883,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
561,Khufiya,2023-10-05,Spy thriller,157,Streaming,6.1,8809.0,tt15433600,R,0,0,0,0,0,0,original,2.0,Streaming-flop
562,Fair Play,2023-10-06,Erotic thriller,115,Streaming,6.4,46273.0,tt16304446,R,0,0,0,0,0,0,original,3.0,Streaming-flop
563,A Deadly Invitation,2023-10-06,Drama,93,Streaming,5.1,2501.0,tt13022120,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
564,Ballerina,2023-10-06,Thriller,93,Streaming,6.3,18773.0,tt26350277,R,0,0,0,0,0,0,original,5.0,Streaming-hit
565,Once Upon a Star,2023-10-11,Drama,138,Streaming,7.0,556.0,tt22696288,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
566,Ìjọ̀gbọ̀n,2023-10-13,Drama,115,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
567,The Conference,2023-10-13,Slasher comedy,100,Streaming,5.7,15985.0,tt26547864,NC-17,0,0,0,0,0,0,original,2.0,Streaming-flop
568,Crypto Boy,2023-10-19,Drama,103,Streaming,5.8,1445.0,tt24785544,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
569,Kandasamys: The Baby,2023-10-20,Comedy,93,Streaming,4.8,240.0,tt27048691,PG-13,1,1,0,0,0,0,non-original,0.0,Streaming-flop
570,Old Dads,2023-10-20,Comedy,104,Streaming,6.2,46933.0,tt18394190,R,0,0,0,0,0,0,original,3.0,Streaming-flop
571,Burning Betrayal,2023-10-25,Thriller,98,Streaming,4.2,4731.0,tt26787296,R,0,0,0,0,0,0,original,4.0,Streaming-flop
572,Pain Hustlers,2023-10-27,Crime drama,124,Streaming,6.6,54648.0,tt15257160,R,0,0,0,0,0,0,original,4.0,Streaming-flop
573,Sister Death,2023-10-27,Horror,90,Streaming,5.8,10705.0,tt19175696,R,0,0,0,0,0,0,original,3.0,Streaming-flop
574,Hurricane Season,2023-11-01,Drama,99,Streaming,5.9,1033.0,tt28657882,R,0,0,0,0,0,0,original,0.0,Streaming-flop
575,Locked In,2023-11-01,Psychological thriller,96,Streaming,5.1,11602.0,tt24870072,R,0,0,0,0,0,0,original,3.0,Streaming-flop
576,Nuovo Olimpo,2023-11-01,Romance,112,Streaming,7.2,7238.0,tt18394610,R,0,0,0,0,0,0,original,0.0,Streaming-flop
577,Wingwomen,2023-11-01,Action  dramedy,115,Streaming,5.7,8190.0,tt21638298,R,0,0,1,0,0,0,non-original,4.0,Streaming-flop
578,Nyad,2023-11-03,Biopic,121,Streaming,7.1,44519.0,tt5302918,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
579,The Killer,2023-11-10,Neo-noir action thriller,119,Streaming,6.7,221332.0,tt1136617,R,0,0,1,0,175000000,362113,non-original,4.0,Streaming-flop
580,Best. Christmas. Ever!,2023-11-16,Romantic comedy,81,Streaming,4.5,12181.0,tt7038762,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
581,In Love and Deep Water,2023-11-16,Romantic mystery comedy,127,Streaming,5.2,1017.0,tt21211474,PG-13,0,0,0,0,0,0,original,1.0,Streaming-flop
582,Believer 2,2023-11-17,Crime action,116,Streaming,5.6,2236.0,tt26258204,R,1,1,0,0,0,0,non-original,3.0,Streaming-flop
583,Rustin,2023-11-17,Biographical drama,108,Streaming,6.5,14598.0,tt14160834,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
584,All-Time High,2023-11-17,Comedy,103,Streaming,5.8,2312.0,tt27921620,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
585,The Queenstown Kings,2023-11-17,Drama,137,Streaming,4.7,228.0,tt21448346,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
586,Leo,2023-11-21,CGI animation musical,106,Streaming,7.0,45393.0,tt5755238,PG,0,0,0,0,0,0,original,10.0,Streaming-hit
587,I Don't Expect Anyone to Believe Me,2023-11-22,Comedy-thriller,117,Streaming,5.7,767.0,tt21738294,R,0,0,0,0,0,0,original,0.0,Streaming-flop
588,Doi Boy,2023-11-24,Drama,99,Streaming,5.5,856.0,tt10235688,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
589,Elena Knows,2023-11-24,Drama,100,Streaming,5.5,830.0,tt28081899,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
590,Last Call for Istanbul,2023-11-24,Drama,91,Streaming,5.3,10568.0,tt23334616,R,0,0,0,0,0,0,original,3.0,Streaming-flop
591,Wedding Games,2023-11-24,Comedy,79,Streaming,4.2,167.0,tt27719673,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
592,Family Switch,2023-11-30,Comedy,105,Streaming,5.7,33088.0,tt14227048,PG,0,0,0,0,0,0,original,4.0,Streaming-flop
593,Christmas as Usual,2023-12-06,Romantic comedy,89,Streaming,5.5,6718.0,tt23790418,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
594,NAGA,2023-12-07,Thriller,113,Streaming,5.9,20333.0,tt28554013,R,0,0,0,0,0,0,original,1.0,Streaming-flop
595,The Archies,2023-12-07,Musical,143,Streaming,4.2,53518.0,tt15979666,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
596,Blood Vessel,2023-12-08,Thriller,119,Streaming,4.4,496.0,tt30096240,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
597,Leave the World Behind,2023-12-08,Drama,141,Streaming,6.4,240002.0,tt12747748,R,0,0,0,0,0,0,original,5.0,Streaming-hit
598,Chicken Run: Dawn of the Nugget,2023-12-15,Stop motion action comedy,101,Streaming,6.3,28766.0,tt8337264,PG,1,1,0,1,0,0,non-original,4.0,Streaming-flop
599,Familia,2023-12-15,Drama,105,Streaming,6.6,1126.0,tt27828085,R,0,0,0,0,0,0,original,2.0,Streaming-flop
600,Maestro,2023-12-20,Biographical drama,131,Streaming,6.5,69070.0,tt5535276,R,0,0,0,0,80000000,300000,original,0.0,Streaming-flop
601,The Taming of the Shrewd 2,2023-12-20,Comedy,100,Streaming,4.3,334.0,tt30225700,R,0,0,0,0,0,0,original,2.0,Streaming-flop
602,Rebel Moon – Part One: A Child of Fire,2023-12-21,Space opera,135,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
603,A Vampire in the Family,2023-12-24,Comedy,89,Streaming,4.7,1664.0,tt23744022,R,0,0,0,0,0,0,original,3.0,Streaming-flop
604,Kho Gaye Hum Kahan,2023-12-26,Comedy drama,134,Streaming,7.3,31643.0,tt15434074,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
605,"Thank You, I'm Sorry",2023-12-26,Comedy drama,91,Streaming,6.0,1487.0,tt23735436,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
606,Society of the Snow,2024-01-04,Disaster drama,145,Streaming,,,,,0,0,0,0,0,0,original,12.0,Streaming-hit
607,Good Grief,2024-01-05,Romantic comedy,100,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
608,Lift,2024-01-12,Action comedy-thriller,106,Streaming,5.6,52117.0,tt14371878,PG-13,0,0,0,0,0,0,original,5.0,Streaming-hit
609,From the Ashes,2024-01-18,Drama,92,Streaming,5.0,1391.0,tt30629563,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
610,Sixty Minutes,2024-01-19,Action,89,Streaming,5.7,5602.0,tt29538571,R,0,0,0,0,0,0,original,4.0,Streaming-flop
611,The Kitchen,2024-01-19,Science fiction drama,107,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
612,Badland Hunters,2024-01-26,Dystopian action,107,Streaming,6.0,13414.0,tt29722855,R,0,0,0,0,0,0,original,4.0,Streaming-flop
613,Orion and the Dark,2024-02-02,CGI animated fantasy adventure,92,Streaming,6.3,18970.0,tt28066777,PG,0,0,0,0,0,0,original,4.0,Streaming-flop
614,Ashes,2024-02-09,Drama,100,Streaming,4.3,2811.0,tt21308718,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
615,Bhakshak,2024-02-09,Crime drama,134,Streaming,7.2,7533.0,tt27936770,R,0,0,0,0,0,0,original,3.0,Streaming-flop
616,Kill Me If You Dare,2024-02-13,Comedy,94,Streaming,4.6,1454.0,tt30959158,Not Rated,0,1,0,1,0,0,non-original,2.0,Streaming-flop
617,Players,2024-02-14,Romantic comedy,105,Streaming,5.7,12838.0,tt14833464,R,0,0,0,0,0,0,original,2.0,Streaming-flop
618,Soweto Love Story,2024-02-14,Romantic comedy,102,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
619,The Heartbreak Agency,2024-02-14,Romantic comedy,96,Streaming,5.4,787.0,tt28288477,PG-13,0,0,0,0,0,0,original,1.0,Streaming-flop
620,Mea Culpa,2024-02-23,Legal drama,120,Streaming,,,,,0,0,0,0,0,0,original,3.0,Streaming-flop
621,Through My Window 3: Looking at You,2024-02-23,Romance,105,Streaming,,,,,0,0,0,0,0,0,original,5.0,Streaming-hit
622,Code 8: Part II,2024-02-28,Science fiction,100,Streaming,5.7,16953.0,tt14764464,R,1,1,0,0,0,0,non-original,0.0,Streaming-flop
623,The Parades,2024-02-29,Drama,132,Streaming,6.6,1055.0,tt31102181,PG-13,0,0,0,0,0,0,original,1.0,Streaming-flop
624,My Name Is Loh Kiwan,2024-03-01,Drama,133,Streaming,6.7,4833.0,tt26672512,R,0,0,0,0,0,0,original,3.0,Streaming-flop
625,Spaceman,2024-03-01,Science fiction drama,107,Streaming,5.7,46640.0,tt11097384,R,0,0,0,0,40000000,0,original,3.0,Streaming-flop
626,Damsel,2024-03-08,Fantasy action,110,Streaming,6.1,118120.0,tt13452446,PG-13,0,0,0,0,60000000,5000,original,6.0,Streaming-hit
627,24 Hours with Gaspar,2024-03-14,Crime drama,98,Streaming,,,,,0,0,0,0,0,0,original,1.0,Streaming-flop
628,Art of Love,2024-03-14,Romance,99,Streaming,4.6,2643.0,tt28355490,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
629,Irish Wish,2024-03-15,Romantic comedy,93,Streaming,5.3,23039.0,tt21957774,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
630,Murder Mubarak,2024-03-15,Dramedy,141,Streaming,5.8,51451.0,tt27028399,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
631,The Wonderful Story of Henry Sugar and Three More,2024-03-15,Fantasy anthology,88,Streaming,7.1,11933.0,tt31800329,PG,0,0,1,0,0,0,non-original,0.0,Streaming-flop
632,Shirley,2024-03-22,Biographical drama,118,Streaming,6.2,3623.0,tt14077516,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
633,The Casagrandes Movie,2024-03-22,Animated comedy,85,Streaming,5.6,765.0,tt31123288,PG,0,0,0,0,0,0,original,2.0,Streaming-flop
634,Rest in Peace,2024-03-27,Drama,107,Streaming,5.8,2512.0,tt28769440,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
635,No Pressure,2024-03-27,Romantic comedy,112,Streaming,5.2,1201.0,tt31713069,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
636,Heart of the Hunter,2024-03-29,Spy thriller,107,Streaming,4.7,2335.0,tt28943278,R,0,0,0,0,0,0,original,3.0,Streaming-flop
637,The Beautiful Game,2024-03-29,Drama,125,Streaming,6.3,8791.0,tt5113010,PG-13,0,0,0,0,0,0,original,1.0,Streaming-flop
638,The Wages of Fear,2024-03-29,Thriller,106,Streaming,4.6,4476.0,tt27487473,R,0,1,0,1,0,0,non-original,8.0,Streaming-hit
639,The Tearsmith,2024-04-04,Coming-of-age romantic drama,105,Streaming,5.2,14440.0,tt29114029,R,0,0,0,0,7000000,0,original,8.0,Streaming-hit
640,Scoop,2024-04-05,Biographical drama,102,Streaming,6.5,21872.0,tt21279806,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
641,A Journey,2024-04-12,Drama,115,Streaming,5.7,352.0,tt31805808,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
642,Amar Singh Chamkila,2024-04-12,Romantic musical,145,Streaming,7.8,17241.0,tt26658272,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
643,"Love, Divided",2024-04-12,Romantic comedy,98,Streaming,6.0,5117.0,tt20198716,PG-13,0,1,0,1,0,0,non-original,4.0,Streaming-flop
644,Stolen,2024-04-12,Drama,107,Streaming,5.8,2421.0,tt21955196,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
645,Woody Woodpecker Goes to Camp,2024-04-12,Slapstick comedy,100,Streaming,4.5,2922.0,tt20221690,PG,0,0,0,0,15000000,0,original,5.0,Streaming-hit
646,Rebel Moon – Part Two: The Scargiver,2024-04-19,Space opera,123,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
647,City Hunter,2024-04-25,Action comedy,104,Streaming,6.3,6100.0,tt24478470,R,0,1,0,1,0,0,non-original,3.0,Streaming-flop
648,Honeymoonish,2024-04-29,Romantic comedy,100,Streaming,5.3,1704.0,tt31565654,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
649,Down the Rabbit Hole,2024-05-01,Deadpan comedy,102,Streaming,5.6,611.0,tt27921617,R,0,0,0,0,0,0,original,2.0,Streaming-flop
650,Beautiful Rebel,2024-05-02,Biographical drama,113,Streaming,6.2,1129.0,tt28690443,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
651,Unfrosted,2024-05-03,Comedy,96,Streaming,5.5,36581.0,tt14914430,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
652,Mother of the Bride,2024-05-09,Romantic comedy,90,Streaming,4.9,17997.0,tt26926267,PG,0,0,0,0,0,0,original,5.0,Streaming-hit
653,Monster,2024-05-16,Thriller,84,Streaming,9.7,134.0,tt37897393,,0,0,0,0,0,0,original,2.0,Streaming-flop
654,Thelma the Unicorn,2024-05-17,CGI animated musical,98,Streaming,5.8,3360.0,tt10442352,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
655,In Good Hands 2,2024-05-23,Romantic comedy,99,Streaming,5.3,1144.0,tt28567745,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
656,Atlas,2024-05-24,Science fiction thriller,120,Streaming,5.6,59215.0,tt14856980,PG-13,0,0,0,0,100000000,0,original,4.0,Streaming-flop
657,My Oni Girl,2024-05-24,Anime fantasy,112,Streaming,6.0,2198.0,tt31788773,PG,0,0,0,0,0,0,original,0.0,Streaming-flop
658,Bionic,2024-05-29,Science fiction,110,Streaming,4.3,1849.0,tt16427902,R,0,0,0,0,0,0,original,2.0,Streaming-flop
659,Colors of Evil: Red,2024-05-29,Crime thriller,112,Streaming,6.4,9395.0,tt27578157,Not Rated,0,0,0,0,0,0,original,5.0,Streaming-hit
660,A Part of You,2024-05-31,Coming-of-age drama,100,Streaming,5.8,3194.0,tt27411270,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
661,The Price of Nonna's Inheritance,2024-06-04,Comedy,90,Streaming,5.4,1360.0,tt30494321,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
662,Under Paris,2024-06-05,Thriller,103,Streaming,5.2,39190.0,tt13964390,R,0,0,0,0,0,0,original,21.0,Streaming-hit
663,Basma,2024-06-06,Drama,105,Streaming,4.4,628.0,tt20420710,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
664,Ultraman: Rising,2024-06-14,CGI animated superhero,121,Streaming,6.9,7336.0,tt9471678,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
665,Inheritance,2024-06-19,Comedy,94,Streaming,6.2,113.0,tt4006478,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
666,Maharaj,2024-06-21,Period drama,131,Streaming,6.5,15693.0,tt4501268,Not Rated,0,0,1,0,0,0,non-original,4.0,Streaming-flop
667,Trigger Warning,2024-06-21,Action thriller,106,Streaming,4.6,20504.0,tt5834874,R,0,0,0,0,0,0,original,4.0,Streaming-flop
668,Drawing Closer,2024-06-27,Romance,118,Streaming,7.7,3628.0,tt31078761,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
669,A Family Affair,2024-06-28,Romantic comedy,113,Streaming,5.4,39554.0,tt21051906,PG-13,0,0,0,0,0,0,original,5.0,Streaming-hit
670,Beverly Hills Cop: Axel F,2024-07-03,Buddy cop,117,Streaming,6.4,86557.0,tt3083016,R,0,0,0,0,150000000,0,original,4.0,Streaming-flop
671,Goyo,2024-07-05,Romantic drama,107,Streaming,6.6,2432.0,tt32598483,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
672,Wild Wild Punjab,2024-07-10,Comedy,110,Streaming,6.2,17636.0,tt31514262,R,0,0,0,0,0,0,original,2.0,Streaming-flop
673,Vanished into the Night,2024-07-11,Thriller,92,Streaming,5.2,5187.0,tt14034294,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
674,Blame the Game,2024-07-12,Comedy,92,Streaming,5.4,5963.0,tt28301898,R,0,0,0,0,0,0,original,4.0,Streaming-flop
675,Lobola Man,2024-07-12,Comedy,108,Streaming,4.6,232.0,tt32615298,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
676,The Champion,2024-07-12,Comedy,106,Streaming,5.5,1007.0,tt24079806,Not Rated,0,1,0,1,0,0,non-original,2.0,Streaming-flop
677,Find Me Falling,2024-07-19,Romantic comedy,93,Streaming,6.3,13806.0,tt19862722,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
678,House of Ga'a,2024-07-26,Drama,120,Streaming,4.0,505.0,tt31691318,R,0,0,0,0,0,0,original,2.0,Streaming-flop
679,Non Negotiable,2024-07-26,Action comedy,86,Streaming,5.4,1319.0,tt31227221,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
680,Borderless Fog,2024-08-01,Crime thriller,111,Streaming,5.2,1434.0,tt27004149,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
681,Saving Bikini Bottom: The Sandy Cheeks Movie,2024-08-02,CGI animated comedy,86,Streaming,3.6,4572.0,tt23063732,G,0,0,0,0,100000000,0,original,3.0,Streaming-flop
682,Lolo and the Kid,2024-08-07,Drama,97,Streaming,6.4,987.0,tt32921458,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
683,Mission: Cross,2024-08-09,Crime comedy spy,100,Streaming,6.1,2944.0,tt30515931,R,0,0,0,0,0,0,original,5.0,Streaming-hit
684,Phir Aayi Hasseen Dillruba,2024-08-09,Crime thriller,132,Streaming,5.8,7341.0,tt26225118,Not Rated,1,1,0,0,0,0,non-original,4.0,Streaming-flop
685,The Union,2024-08-16,Spy,109,Streaming,5.5,57722.0,tt12610390,PG-13,0,0,0,0,0,0,original,6.0,Streaming-hit
686,Nice Girls,2024-08-21,Action comedy,92,Streaming,4.3,1348.0,tt29288566,R,0,0,0,0,0,0,original,2.0,Streaming-flop
687,Incoming,2024-08-23,Comedy,91,Streaming,5.8,16316.0,tt21284218,R,0,0,0,0,0,0,original,3.0,Streaming-flop
688,Tòkunbọ̀,2024-08-23,Crime thriller,112,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
689,Untamed Royals,2024-08-28,Drama,99,Streaming,4.6,735.0,tt31227161,R,0,0,0,0,0,0,original,2.0,Streaming-flop
690,The Deliverance,2024-08-30,Thriller,112,Streaming,5.1,24984.0,tt4196566,R,0,0,0,0,0,0,original,4.0,Streaming-flop
691,(Un)lucky Sisters,2024-08-30,Comedy,83,Streaming,5.2,947.0,tt33054529,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
692,Rebel Ridge,2024-09-06,Thriller,131,Streaming,6.8,101102.0,tt11301886,R,0,0,0,0,0,0,original,6.0,Streaming-hit
693,Boxer,2024-09-11,Sports drama,152,Streaming,6.5,1540.0,tt32244931,R,0,0,0,0,0,0,original,2.0,Streaming-flop
694,Technoboys,2024-09-11,Musical drama,110,Streaming,5.3,1113.0,tt31487553,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
695,Officer Black Belt,2024-09-13,Action comedy,109,Streaming,6.9,10230.0,tt28494829,R,0,0,0,0,0,0,original,4.0,Streaming-flop
696,Sector 36,2024-09-13,Crime thriller,123,Streaming,7.1,26793.0,tt21626774,R,0,0,0,0,0,0,original,3.0,Streaming-flop
697,Uglies,2024-09-13,Fantasy,102,Streaming,4.7,36545.0,tt13186604,PG-13,0,0,0,0,0,0,original,4.0,Streaming-flop
698,His Three Daughters,2024-09-20,Drama,104,Streaming,,,,,0,0,0,0,0,0,original,1.0,Streaming-flop
699,Divorce,2024-09-25,Drama,92,Streaming,5.9,888.0,tt33307315,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
700,A True Gentleman,2024-09-26,Drama,110,Streaming,4.5,2762.0,tt23218054,R,0,0,0,0,0,0,original,2.0,Streaming-flop
701,Rez Ball,2024-09-27,Sports drama,113,Streaming,6.4,2940.0,tt15181360,PG-13,0,0,0,0,0,0,original,1.0,Streaming-flop
702,Trouble,2024-10-03,Action comedy,98,Streaming,6.2,7832.0,tt30217143,R,0,1,0,1,0,0,non-original,5.0,Streaming-hit
703,CTRL,2024-10-04,Thriller,99,Streaming,6.2,6816.0,tt12736014,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
704,It's What's Inside,2024-10-04,Horror thriller,104,Streaming,6.6,50368.0,tt14577874,R,0,0,0,0,0,0,original,0.0,Streaming-flop
705,The Platform 2,2024-10-04,Science fiction,100,Streaming,4.9,45972.0,tt27729779,R,0,0,0,0,0,0,original,5.0,Streaming-hit
706,In Her Place,2024-10-11,Drama,95,Streaming,6.3,7346.0,tt31796256,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
707,Lonely Planet,2024-10-11,Romantic drama,96,Streaming,5.7,13205.0,tt20194882,R,0,0,0,0,0,0,original,4.0,Streaming-flop
708,Uprising,2024-10-11,Historical thriller,128,Streaming,6.6,7038.0,tt27987046,R,0,0,0,0,0,0,original,4.0,Streaming-flop
709,Justice,2024-10-16,Crime drama,115,Streaming,6.3,4534.0,tt32245158,R,0,0,0,0,0,0,original,3.0,Streaming-flop
710,Outside,2024-10-17,Post-apocalyptic psychological thriller,142,Streaming,5.1,5323.0,tt32389619,,0,0,0,0,0,0,original,3.0,Streaming-flop
711,The Shadow Strays,2024-10-17,Action,145,Streaming,6.5,10893.0,tt28349451,NC-17,0,0,0,0,0,0,original,4.0,Streaming-flop
712,Happiness Is,2024-10-18,Comedy drama,96,Streaming,3.9,331.0,tt33498765,R,0,0,0,0,0,0,original,1.0,Streaming-flop
713,The Man Who Loved UFOs,2024-10-18,Comedy drama,107,Streaming,5.3,685.0,tt33051716,R,0,0,0,0,0,0,original,0.0,Streaming-flop
714,Family Pack,2024-10-23,Comedy,95,Streaming,5.5,11065.0,tt29195603,PG-13,0,0,0,0,0,0,original,9.0,Streaming-hit
715,Do Patti,2024-10-25,Mystery thriller,127,Streaming,6.3,70477.0,tt28075881,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
716,Don't Move,2024-10-25,Thriller horror,92,Streaming,5.8,44751.0,tt24807110,R,0,0,0,0,0,88489,original,4.0,Streaming-flop
717,Time Cut,2024-10-30,Science fiction slasher,91,Streaming,5.1,22375.0,tt14857528,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
718,Let Go,2024-11-01,Drama,110,Streaming,7.0,7348.0,tt27410895,Not Rated,0,0,0,0,0,0,original,5.0,Streaming-hit
719,Meet Me Next Christmas,2024-11-06,Romantic comedy,105,Streaming,5.7,9487.0,tt20502488,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
720,Pedro Páramo,2024-11-06,Drama,132,Streaming,6.3,3530.0,tt27717667,R,0,0,0,0,0,0,original,2.0,Streaming-flop
721,10 Days of a Curious Man,2024-11-07,Drama,110,Streaming,5.7,1531.0,tt28713370,R,0,0,0,0,0,0,original,0.0,Streaming-flop
722,Umjolo: The Gone Girl,2024-11-08,Romantic comedy,93,Streaming,4.4,312.0,tt33812405,R,0,0,0,0,0,0,original,2.0,Streaming-flop
723,Vijay 69,2024-11-08,Comedy drama,112,Streaming,6.1,1296.0,tt27671792,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
724,Hot Frosty,2024-11-13,Romantic comedy,92,Streaming,5.3,16262.0,tt32359447,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
725,GTMAX,2024-11-20,Action,100,Streaming,5.0,1455.0,tt29260436,R,0,0,0,0,0,0,original,3.0,Streaming-flop
726,The Merry Gentlemen,2024-11-20,Romantic comedy,87,Streaming,4.8,11384.0,tt32368345,PG,0,0,0,0,0,0,original,2.0,Streaming-flop
727,Maybe Baby 2,2024-11-21,Comedy,107,Streaming,5.7,653.0,tt31828433,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
728,Joy,2024-11-22,Drama,115,Streaming,7.1,11556.0,tt10243672,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
729,Spellbound,2024-11-22,CGI animated musical fantasy,110,Streaming,5.5,8848.0,tt7215232,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
730,The Piano Lesson,2024-11-22,Drama,127,Streaming,6.2,5572.0,tt15507512,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
731,Our Little Secret,2024-11-27,Romantic comedy,101,Streaming,5.7,26679.0,tt31022050,PG-13,0,0,0,0,0,0,original,5.0,Streaming-hit
732,Sikandar Ka Muqaddar,2024-11-29,Crime drama,143,Streaming,6.0,26281.0,tt31522415,R,0,0,0,0,0,0,original,4.0,Streaming-flop
733,The Snow Sister,2024-11-29,Holiday,97,Streaming,7.0,2616.0,tt11092178,PG,0,0,0,0,0,0,original,2.0,Streaming-flop
734,That Christmas,2024-12-04,CGI-animated Christmas fantasy comedy-drama,97,Streaming,6.8,20392.0,tt14855468,PG,0,0,0,0,0,0,original,5.0,Streaming-hit
735,The Children's Train,2024-12-04,Period drama,106,Streaming,7.4,9690.0,tt29242846,PG,0,0,0,0,0,0,original,8.0,Streaming-hit
736,Camp Crasher,2024-12-06,Comedy,95,Streaming,5.5,977.0,tt29368988,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
737,Mary,2024-12-06,Period drama,112,Streaming,5.2,9053.0,tt32084246,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
738,Carry-On,2024-12-13,Action thriller,119,Streaming,6.5,190818.0,tt21382296,PG-13,0,0,0,0,47000000,0,original,8.0,Streaming-hit
739,Disaster Holiday,2024-12-13,Comedy,93,Streaming,4.9,901.0,tt34608980,PG,0,0,0,0,0,0,original,2.0,Streaming-flop
740,Ferry 2,2024-12-20,Crime drama,95,Streaming,5.6,4266.0,tt30021427,R,1,1,0,0,0,0,non-original,3.0,Streaming-flop
741,The Six Triple Eight,2024-12-20,Period drama,129,Streaming,6.7,31385.0,tt24458622,PG-13,0,0,0,0,0,0,original,4.0,Streaming-flop
742,Umjolo: Day Ones,2024-12-20,Romantic comedy,86,Streaming,4.3,174.0,tt34619564,R,0,0,0,0,0,0,original,2.0,Streaming-flop
