,Title,Release date,Genre,runTime,distributor,averageRating,numVotes,tconst,MPAA_Rating,is_sequel,is_franchise,is_adaptation,is_remake,budget,revenue,is_original,total_weeks,performance
182,Xtreme,2021-06-04,Action,112,Streaming,5.8,5578.0,tt11658120,NR,0,0,0,0,0,0,original,5.0,Streaming-hit
183,Awake,2021-06-09,Science fiction thriller,97,Streaming,4.9,28697.0,tt10418662,R,0,0,0,0,0,0,original,0.0,Streaming-flop
184,Tragic Jungle,2021-06-09,Drama,96,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
185,Skater Girl,2021-06-11,Coming-of-age sports drama,109,Streaming,6.7,8272.0,tt6964940,PG,0,0,0,0,0,0,original,0.0,Streaming-flop
186,Ali & Ratu Ratu Queens,2021-06-17,Comedy drama,100,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
187,Jagame Thandhiram,2021-06-18,Action thriller,158,Streaming,5.8,13058.0,tt10661848,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
188,Good on Paper,2021-06-23,Comedy,94,Streaming,5.6,15082.0,tt8231668,R,0,0,0,0,0,0,original,1.0,Streaming-flop
189,America: The Motion Picture,2021-06-30,Animation / comedy / historical fiction,98,Streaming,5.6,8001.0,tt6733874,R,0,0,0,0,0,0,original,0.0,Streaming-flop
190,Fear Street Part 1: 1994,2021-07-02,Teen horror / slasher,107,Streaming,,,,,0,0,0,0,0,0,original,5.0,Streaming-hit
191,The 8th Night,2021-07-02,Thriller film,115,Streaming,5.4,5292.0,tt14781176,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
192,Haseen Dillruba,2021-07-02,Romantic thriller,135,Streaming,6.9,34939.0,tt11027830,R,0,0,0,0,0,0,original,4.0,Streaming-flop
193,Fear Street Part 2: 1978,2021-07-09,Teen horror / slasher,110,Streaming,,,,,0,0,0,0,0,0,original,4.0,Streaming-flop
194,Last Summer,2021-07-09,Romantic drama,101,Streaming,6.2,4209.0,tt13067004,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
195,A Classic Horror Story,2021-07-14,Horror,95,Streaming,5.7,24556.0,tt12877640,NC-17,0,0,0,0,0,0,original,2.0,Streaming-flop
196,A Perfect Fit,2021-07-15,Romantic comedy / drama,112,Streaming,5.4,792.0,tt13606090,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
197,My Amanda,2021-07-15,Romance,89,Streaming,5.9,420.0,tt13136084,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
198,Deep,2021-07-16,Science fiction,101,Streaming,5.0,2053.0,tt14880258,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
199,Fear Street Part 3: 1666,2021-07-16,Supernatural horror,114,Streaming,,,,,0,0,0,0,0,0,original,3.0,Streaming-flop
200,Blood Red Sky,2021-07-23,Thriller,123,Streaming,6.1,60080.0,tt6402468,Not Rated,0,0,0,0,17739525,0,original,16.0,Streaming-hit
201,Bankrolled,2021-07-23,Comedy,97,Streaming,4.2,376.0,tt14961160,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
202,Bartkowiak,2021-07-28,Action,91,Streaming,5.1,1553.0,tt14315566,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
203,Resort to Love,2021-07-29,Romantic comedy,101,Streaming,5.7,7402.0,tt12929990,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
204,The Last Mercenary,2021-07-30,Action comedy,112,Streaming,5.3,10404.0,tt12808182,Not Rated,0,0,0,0,0,104750555,original,6.0,Streaming-hit
205,The Kissing Booth 3,2021-08-11,Comedy drama,113,Streaming,4.8,26538.0,tt12783454,PG-13,1,1,0,0,0,0,non-original,3.0,Streaming-flop
206,Beckett,2021-08-13,Action thriller,110,Streaming,5.7,30468.0,tt10230994,R,0,0,0,0,0,0,original,2.0,Streaming-flop
207,Black Island,2021-08-18,Thriller,104,Streaming,5.2,3707.0,tt12881516,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
208,The Secret Diary of an Exchange Student,2021-08-18,Romantic comedy,96,Streaming,5.5,1202.0,tt11594766,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
209,Sweet Girl,2021-08-20,Action,110,Streaming,5.5,37965.0,tt10731768,R,0,0,0,0,0,0,original,4.0,Streaming-flop
210,The Loud House Movie,2021-08-20,Animation comedy,87,Streaming,6.0,3454.0,tt6714432,G,0,0,0,0,0,0,original,3.0,Streaming-flop
211,The Witcher: Nightmare of the Wolf,2021-08-23,Animated dark fantasy,83,Streaming,7.2,54885.0,tt11657662,R,0,0,0,0,0,0,original,1.0,Streaming-flop
212,He's All That,2021-08-27,Teen romantic comedy,91,Streaming,4.4,32215.0,tt4590256,Not Rated,0,1,0,1,0,0,non-original,3.0,Streaming-flop
213,Afterlife of the Party,2021-09-02,Comedy,109,Streaming,5.8,11657.0,tt11742798,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
214,JJ+E,2021-09-08,Romance,91,Streaming,5.4,2911.0,tt12299824,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
215,Kate,2021-09-10,Action thriller,106,Streaming,6.3,76505.0,tt7737528,R,0,0,0,0,25000000,0,original,4.0,Streaming-flop
216,Prey,2021-09-10,Thriller,87,Streaming,4.4,10282.0,tt15198608,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
217,Nightbooks,2021-09-15,Fantasy/horror,100,Streaming,5.8,11480.0,tt10521144,NR,0,0,0,0,0,0,original,2.0,Streaming-flop
218,Ankahi Kahaniya,2021-09-17,Anthology film,110,Streaming,5.6,1070.0,tt15250998,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
219,Confessions of an Invisible Girl,2021-09-22,Drama,91,Streaming,5.3,1603.0,tt15204288,Not Rated,0,0,0,0,0,0,original,5.0,Streaming-hit
220,Intrusion,2021-09-22,Thriller,93,Streaming,5.3,24484.0,tt5563324,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
221,The Starling,2021-09-24,Comedy drama,104,Streaming,6.4,16954.0,tt5164438,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
222,Friendzone,2021-09-29,Romantic comedy,88,Streaming,5.9,4857.0,tt14700948,Not Rated,0,0,0,0,0,0,original,5.0,Streaming-hit
223,No One Gets Out Alive,2021-09-29,Horror,85,Streaming,5.4,24348.0,tt13056008,R,0,0,0,0,0,0,original,1.0,Streaming-flop
224,Sounds Like Love,2021-09-29,Romantic comedy,110,Streaming,5.4,3013.0,tt11698662,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
225,Diana: The Musical,2021-10-01,Musical,117,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
226,Forever Rich,2021-10-01,Thriller,90,Streaming,5.6,1827.0,tt12748300,R,0,0,0,0,0,0,original,2.0,Streaming-flop
227,Swallow,2021-10-01,Drama,128,Streaming,4.1,246.0,tt14391622,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
228,The Guilty,2021-10-01,Thriller,91,Streaming,6.3,173014.0,tt9421570,R,0,1,0,1,0,0,non-original,4.0,Streaming-flop
229,There's Someone Inside Your House,2021-10-06,Slasher,96,Streaming,4.9,22332.0,tt8150814,NR,0,0,0,0,0,0,original,2.0,Streaming-flop
230,Grudge,2021-10-08,Thriller,106,Streaming,5.5,5216.0,tt13717980,Not Rated,0,0,0,0,0,0,original,5.0,Streaming-hit
231,"My Brother, My Sister",2021-10-08,Drama,110,Streaming,6.1,1294.0,tt13003996,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
232,Bright: Samurai Soul,2021-10-12,Anime/fantasy,80,Streaming,5.5,1253.0,tt14837960,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
233,Fever Dream,2021-10-13,Drama,93,Streaming,5.4,2686.0,tt9471660,R,0,0,0,0,0,0,original,1.0,Streaming-flop
234,Operation Hyacinth,2021-10-13,Drama,112,Streaming,6.8,4984.0,tt14315584,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
235,A World Without,2021-10-14,Science fiction / teen drama,107,Streaming,3.9,484.0,tt15484488,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
236,The Four of Us,2021-10-15,Comedy,88,Streaming,5.4,1683.0,tt15360916,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
237,Night Teeth,2021-10-20,Thriller,108,Streaming,5.7,24208.0,tt10763820,R,0,0,0,0,21700000,0,original,2.0,Streaming-flop
238,Stuck Together,2021-10-20,Comedy,126,Streaming,6.3,8439.0,tt13834006,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
239,Little Big Mouth,2021-10-22,Romantic comedy,94,Streaming,4.3,228.0,tt14537540,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
240,Hypnotic,2021-10-27,Thriller,89,Streaming,5.3,22061.0,tt12383460,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
241,Nobody Sleeps in the Woods Tonight Part 2,2021-10-27,Horror,97,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
242,Army of Thieves,2021-10-29,Romantic comedy / heist,129,Streaming,6.4,97270.0,tt13024674,R,0,0,0,0,30000000,46900000,original,4.0,Streaming-flop
243,The Harder They Fall,2021-11-03,Western,139,Streaming,6.6,77109.0,tt10696784,R,0,0,0,0,0,0,original,3.0,Streaming-flop
244,Love Hard,2021-11-05,Romantic comedy,106,Streaming,6.3,68436.0,tt10752004,Not Rated,0,0,0,0,0,0,original,5.0,Streaming-hit
245,Meenakshi Sundareshwar,2021-11-05,Romantic comedy,141,Streaming,6.6,18995.0,tt13529034,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
246,We Couldn't Become Adults,2021-11-05,Drama,124,Streaming,6.5,1203.0,tt14236064,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
247,Yara,2021-11-05,Drama,96,Streaming,6.3,7447.0,tt15655276,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
248,Father Christmas Is Back,2021-11-07,Comedy,105,Streaming,4.6,8240.0,tt13103340,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
249,Happiness Ever After,2021-11-10,Romantic drama,99,Streaming,4.7,221.0,tt14307694,R,1,1,0,0,0,0,non-original,0.0,Streaming-flop
250,Passing,2021-11-10,Drama,99,Streaming,6.6,17588.0,tt8893974,PG-13,0,0,0,0,0,0,original,1.0,Streaming-flop
251,7 Prisoners,2021-11-11,Drama,94,Streaming,7.1,10310.0,tt14168118,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
252,Red Notice,2021-11-12,Action comedy,117,Streaming,6.3,351936.0,tt7991608,PG-13,0,0,0,0,160000000,178143,original,14.0,Streaming-hit
253,Just Short of Perfect,2021-11-18,Romantic comedy,94,Streaming,5.5,1408.0,tt15863594,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
254,The Princess Switch 3: Romancing the Star,2021-11-18,Romantic comedy,106,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
255,Dhamaka,2021-11-19,Action thriller,104,Streaming,6.7,43940.0,tt13510660,Not Rated,0,1,0,1,0,0,non-original,3.0,Streaming-flop
256,Love Me Instead,2021-11-19,Drama,124,Streaming,7.0,3582.0,tt13161356,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
257,"Tick, Tick... Boom!",2021-11-19,Musical,115,Streaming,7.5,128041.0,tt8721424,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
258,Bruised,2021-11-24,Drama,132,Streaming,,,,,0,0,0,0,0,0,original,3.0,Streaming-flop
259,A Castle for Christmas,2021-11-26,Romantic comedy,99,Streaming,5.6,17240.0,tt13070602,G,0,0,0,0,0,0,original,0.0,Streaming-flop
260,The Power of the Dog,2021-12-01,Drama,128,Streaming,6.8,221465.0,tt10293406,R,0,0,0,0,0,0,original,3.0,Streaming-flop
261,Single All the Way,2021-12-02,Holiday romantic comedy,101,Streaming,6.2,21789.0,tt14315756,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
262,The Whole Truth,2021-12-02,Horror,125,Streaming,5.3,5084.0,tt15850662,R,0,0,0,0,0,0,original,5.0,Streaming-hit
263,Mixtape,2021-12-03,Coming-of-age comedy drama,97,Streaming,6.6,4513.0,tt1587420,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
264,David and the Elves,2021-12-06,Fantasy,106,Streaming,5.3,1034.0,tt15565714,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
265,The Claus Family 2,2021-12-07,Fantasy,97,Streaming,5.6,1240.0,tt14384176,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
266,Asakusa Kid,2021-12-09,Drama,123,Streaming,7.2,2007.0,tt13528562,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
267,Anonymously Yours,2021-12-10,Romantic comedy,101,Streaming,5.8,2776.0,tt16088568,R,0,0,0,0,0,0,original,4.0,Streaming-flop
268,Back to the Outback,2021-12-10,CGI animation comedy,95,Streaming,6.5,12321.0,tt13575806,PG,0,0,0,0,0,0,original,7.0,Streaming-hit
269,The Unforgivable,2021-12-10,Drama,114,Streaming,7.2,127401.0,tt11233960,R,0,0,0,0,0,0,original,5.0,Streaming-hit
270,The Hand of God,2021-12-15,Drama,130,Streaming,7.3,53929.0,tt12680684,R,0,0,0,0,13049974,167909,original,3.0,Streaming-flop
271,A California Christmas: City Lights,2021-12-16,Romantic comedy,90,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
272,A Naija Christmas,2021-12-16,Romantic comedy,121,Streaming,5.0,499.0,tt15565704,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
273,Grumpy Christmas,2021-12-21,Comedy,87,Streaming,4.5,492.0,tt15565724,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
274,1000 Miles from Christmas,2021-12-24,Christmas film,102,Streaming,5.9,2321.0,tt13782052,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
275,Don't Look Up,2021-12-24,Science fiction comedy,138,Streaming,7.1,665319.0,tt11286314,R,0,0,0,0,75000000,791863,original,8.0,Streaming-hit
276,Minnal Murali,2021-12-24,Superhero,159,Streaming,,,,,0,0,0,0,0,0,original,4.0,Streaming-flop
277,Lulli,2021-12-26,Comedy,90,Streaming,4.9,2064.0,tt16282866,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
278,Four to Dinner,2022-01-05,Romantic comedy,90,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
279,The Wasteland,2022-01-06,Horror,92,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
280,How I Fell in Love with a Gangster,2022-01-12,Drama,179,Streaming,6.1,3236.0,tt16453244,NR,0,0,0,0,0,0,original,5.0,Streaming-hit
281,Brazen,2022-01-13,Romantic thriller,96,Streaming,4.2,14723.0,tt13978306,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
282,Photocopier,2022-01-13,Coming-of-age drama,130,Streaming,,,,,0,0,0,0,0,0,original,3.0,Streaming-flop
283,This Is Not a Comedy,2022-01-14,Comedy drama,105,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
284,The Royal Treatment,2022-01-20,Romance,97,Streaming,5.3,12642.0,tt13989030,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
285,Amandla,2022-01-21,Drama,106,Streaming,5.6,485.0,tt5343008,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
286,Munich – The Edge of War,2022-01-21,Historical drama / thriller,131,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
287,My Father's Violin,2022-01-21,Drama,112,Streaming,6.5,4441.0,tt14369276,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
288,Home Team,2022-01-28,Sports comedy,97,Streaming,6.0,24119.0,tt14592064,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
289,Looop Lapeta,2022-02-04,Romantic thriller,131,Streaming,5.2,5356.0,tt8907974,R,0,1,0,1,69000000,0,non-original,2.0,Streaming-flop
290,Through My Window,2022-02-04,Drama,113,Streaming,5.5,24816.0,tt14463484,R,0,0,0,0,0,0,original,18.0,Streaming-hit
291,The Privilege,2022-02-09,Horror,107,Streaming,4.7,6790.0,tt14637290,R,0,0,0,0,0,0,original,2.0,Streaming-flop
292,Into the Wind,2022-02-10,Romantic drama,108,Streaming,5.3,1370.0,tt17044594,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
293,Bigbug,2022-02-11,Science fiction comedy,111,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
294,Love and Leashes,2022-02-11,Romantic comedy,118,Streaming,6.3,7909.0,tt15553956,R,0,0,0,0,0,0,original,2.0,Streaming-flop
295,Love Tactics,2022-02-11,Romantic comedy,98,Streaming,5.4,7080.0,tt14486678,Not Rated,0,0,0,0,0,0,original,5.0,Streaming-hit
296,Tall Girl 2,2022-02-11,Teen romantic comedy,101,Streaming,4.7,7612.0,tt16085592,Not Rated,1,1,0,0,24393503,0,non-original,3.0,Streaming-flop
297,Fistful of Vengeance,2022-02-17,Supernatural martial arts drama,96,Streaming,4.5,8083.0,tt14158554,R,0,0,0,0,0,0,original,2.0,Streaming-flop
298,Texas Chainsaw Massacre,2022-02-18,Slasher,83,Streaming,4.7,69641.0,tt11755740,R,1,1,0,1,20000000,0,non-original,2.0,Streaming-flop
299,Rabbids Invasion: Mission to Mars,2022-02-18,Animation / Comedy,70,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
300,UFO,2022-02-23,Drama,110,Streaming,5.1,2907.0,tt14369286,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
301,A Madea Homecoming,2022-02-25,Comedy,107,Streaming,,,,,0,0,0,0,0,0,original,5.0,Streaming-hit
302,Restless,2022-02-25,Action thriller,96,Streaming,5.8,5994.0,tt14465894,R,0,1,0,1,0,0,non-original,5.0,Streaming-hit
303,Against the Ice,2022-03-02,Survival,103,Streaming,6.5,31544.0,tt13873302,R,0,0,0,0,0,0,original,0.0,Streaming-flop
304,The Weekend Away,2022-03-03,Thriller,91,Streaming,5.7,35694.0,tt14817272,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
305,The Invisible Thread,2022-03-04,Comedy drama,90,Streaming,,,,,0,0,0,0,0,0,original,1.0,Streaming-flop
306,The Adam Project,2022-03-11,Science fiction,106,Streaming,6.7,255832.0,tt2463208,PG-13,0,0,0,0,116000000,0,original,8.0,Streaming-hit
307,Rescued by Ruby,2022-03-17,Drama,93,Streaming,7.2,13479.0,tt11278476,G,0,0,0,0,0,0,original,3.0,Streaming-flop
308,Black Crab,2022-03-18,Thriller,114,Streaming,5.7,28507.0,tt6708668,R,0,0,0,0,0,0,original,9.0,Streaming-hit
309,Without Saying Goodbye,2022-03-18,Romantic comedy,96,Streaming,,,,,0,0,0,0,0,0,original,3.0,Streaming-flop
310,Windfall,2022-03-18,Thriller,92,Streaming,5.7,28516.0,tt15033192,R,0,0,0,0,0,0,original,2.0,Streaming-flop
311,In Good Hands,2022-03-21,Romantic comedy,104,Streaming,5.8,4671.0,tt14898794,Not Rated,0,0,0,0,0,0,original,7.0,Streaming-hit
312,Love Like the Falling Petals,2022-03-24,Drama,129,Streaming,6.6,1074.0,tt14227972,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
313,All Hail,2022-03-30,Drama,118,Streaming,5.6,4440.0,tt16427718,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
314,Apollo 10 1⁄2: A Space Age Childhood,2022-04-01,Animation,98,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
315,Battle: Freestyle,2022-04-01,Romantic drama,88,Streaming,4.7,727.0,tt13350858,Not Rated,1,1,0,0,0,0,non-original,1.0,Streaming-flop
316,The Bubble,2022-04-01,Comedy,126,Streaming,4.7,30317.0,tt13610562,R,1,1,0,0,0,0,non-original,2.0,Streaming-flop
317,Cobalt Blue,2022-04-02,Romantic drama,112,Streaming,6.6,2798.0,tt15314640,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
318,Dancing on Glass,2022-04-08,Drama,139,Streaming,5.6,1142.0,tt14118046,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
319,Metal Lords,2022-04-08,Musical comedy drama,98,Streaming,6.7,36487.0,tt12141112,R,0,0,0,0,0,0,original,1.0,Streaming-flop
320,Yaksha: Ruthless Operations,2022-04-08,Spy,125,Streaming,6.3,5248.0,tt12663250,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
321,The Taming of the Shrewd,2022-04-13,Comedy,112,Streaming,,,,,0,0,0,0,0,0,original,3.0,Streaming-flop
322,Choose or Die,2022-04-15,Horror,85,Streaming,4.8,28697.0,tt11514780,NR,0,0,0,0,0,0,original,2.0,Streaming-flop
323,Man of God,2022-04-16,Drama,111,Streaming,4.0,227.0,tt14990030,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
324,The Turning Point,2022-04-20,Drama,90,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
325,365 Days: This Day,2022-04-27,Erotic thriller,111,Streaming,2.7,28005.0,tt12996154,R,1,1,0,0,0,0,non-original,4.0,Streaming-flop
326,Silverton Siege,2022-04-27,Action thriller,101,Streaming,6.3,4803.0,tt18563148,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
327,Bubble,2022-04-28,Anime,101,Streaming,6.4,9615.0,tt16360006,PG,0,0,0,0,0,0,original,2.0,Streaming-flop
328,Honeymoon with My Mother,2022-04-29,Comedy,110,Streaming,,,,,0,0,0,0,0,0,original,4.0,Streaming-flop
329,Rumspringa – An Amish in Berlin,2022-04-29,Comedy,102,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
330,Along for the Ride,2022-05-06,Drama,107,Streaming,6.2,10601.0,tt14506528,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
331,The Takedown,2022-05-06,Action comedy,121,Streaming,5.8,9586.0,tt13822738,Not Rated,0,0,0,0,0,0,original,8.0,Streaming-hit
332,Thar,2022-05-06,Western thriller,108,Streaming,6.1,8324.0,tt14479746,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
333,Senior Year,2022-05-13,Comedy,113,Streaming,5.5,47863.0,tt5315212,R,0,0,0,0,0,0,original,6.0,Streaming-hit
334,Toscana,2022-05-18,Drama,90,Streaming,6.1,84.0,tt14033476,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
335,A Perfect Pairing,2022-05-19,Romantic comedy,102,Streaming,6.1,19293.0,tt15215512,PG,0,0,0,0,0,0,original,5.0,Streaming-hit
336,F*ck Love Too,2022-05-20,Romantic comedy,92,Streaming,3.9,1522.0,tt15432804,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
337,Godspeed,2022-05-23,Drama,119,Streaming,6.5,3721.0,tt14766956,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
338,Interceptor,2022-06-03,Action drama,98,Streaming,4.7,29442.0,tt14174940,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
339,Hustle,2022-06-08,Sports,118,Streaming,7.3,162766.0,tt8009428,R,0,0,0,0,21000000,0,original,6.0,Streaming-hit
340,Trees of Peace,2022-06-10,Drama,98,Streaming,,,,,0,0,0,0,0,0,original,1.0,Streaming-flop
341,Centauro,2022-06-15,Action thriller,90,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
342,Heart Parade,2022-06-15,Romantic comedy,108,Streaming,5.1,881.0,tt20597408,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
343,The Wrath of God,2022-06-15,Thriller,98,Streaming,5.8,5565.0,tt15189534,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
344,Spiderhead,2022-06-17,Science fiction action thriller,107,Streaming,5.5,72501.0,tt9783600,R,0,0,0,0,0,0,original,3.0,Streaming-flop
345,Doom of Love,2022-06-20,Drama,100,Streaming,4.9,2813.0,tt14369296,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
346,Love & Gelato,2022-06-22,Romance,112,Streaming,5.2,7332.0,tt15521050,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
347,Blasted,2022-06-28,Science fiction / comedy,115,Streaming,4.8,2762.0,tt14866710,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
348,Beauty,2022-06-29,Drama,95,Streaming,4.2,928.0,tt11364112,R,0,0,0,0,0,0,original,0.0,Streaming-flop
349,"Hello, Goodbye, and Everything in Between",2022-07-06,Romantic comedy,84,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
350,Dangerous Liaisons,2022-07-08,Romantic drama,109,Streaming,4.2,2694.0,tt15548032,R,0,0,0,0,0,0,original,4.0,Streaming-flop
351,Jewel,2022-07-08,Drama,80,Streaming,3.5,185.0,tt21030216,R,0,0,0,0,0,0,original,0.0,Streaming-flop
352,The Sea Beast,2022-07-08,CGI animation adventure,119,Streaming,7.0,64752.0,tt9288046,PG,0,0,0,0,0,0,original,7.0,Streaming-hit
353,For Jojo,2022-07-11,Drama,90,Streaming,4.0,372.0,tt21044524,R,0,0,0,0,0,0,original,0.0,Streaming-flop
354,Under the Amalfi Sun,2022-07-13,Comedy drama,90,Streaming,5.4,1633.0,tt15311262,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
355,Jaadugar,2022-07-15,Comedy,167,Streaming,6.8,12225.0,tt13793230,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
356,Persuasion,2022-07-15,Drama,109,Streaming,5.8,39938.0,tt13456318,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
357,The Gray Man,2022-07-22,Spy thriller,129,Streaming,6.5,269903.0,tt1649418,PG-13,0,0,0,0,200000000,454023,original,6.0,Streaming-hit
358,Recurrence,2022-07-27,Thriller,116,Streaming,,,,,0,0,0,0,0,0,original,3.0,Streaming-flop
359,A Cut Above,2022-07-28,Comedy,91,Streaming,4.8,227.0,tt21265550,R,0,0,0,0,0,0,original,1.0,Streaming-flop
360,The Entitled,2022-07-29,Romantic comedy,90,Streaming,4.1,793.0,tt21030232,R,0,0,0,0,0,0,original,2.0,Streaming-flop
361,Purple Hearts,2022-07-29,Romance,122,Streaming,6.7,70218.0,tt4614584,PG-13,0,0,0,0,0,0,original,6.0,Streaming-hit
362,Buba,2022-08-03,Comedy,94,Streaming,5.9,3330.0,tt21195548,R,0,0,0,0,0,0,original,1.0,Streaming-flop
363,Don't Blame Karma!,2022-08-03,Romantic comedy,85,Streaming,4.7,973.0,tt21226774,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
364,Wedding Season,2022-08-04,Comedy,97,Streaming,6.4,12281.0,tt11426572,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
365,Carter,2022-08-05,Action,134,Streaming,5.1,10743.0,tt21237030,NC-17,0,0,0,0,0,0,original,4.0,Streaming-flop
366,Darlings,2022-08-05,Comedy drama,134,Streaming,6.7,23231.0,tt14152140,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
367,Rise of the Teenage Mutant Ninja Turtles: The Movie,2022-08-05,Animated action-adventure,82,Streaming,6.2,7826.0,tt9784708,PG,0,0,0,0,0,0,original,0.0,Streaming-flop
368,Heartsong,2022-08-10,Romantic comedy,95,Streaming,5.8,2314.0,tt21339860,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
369,13: The Musical,2022-08-12,Musical,94,Streaming,5.2,1249.0,tt3975918,PG,0,0,0,0,0,0,original,0.0,Streaming-flop
