,Title,Release date,Year,Month,Season,runTime,Genre,MPAA_Rating,is_original,is_franchise,averageRating,numVotes,total_weeks,performance
532,Heart of Stone,8/11/2023,2023,8,Summer,125,Spy thriller,PG-13,0,0,5.7,67906,5,Streaming-hit
533,10 Days of a Bad Man,8/18/2023,2023,8,Summer,124,Drama,R,0,0,6.1,3453,2,Streaming-flop
534,"Love, Sex & 30 Candles",8/18/2023,2023,8,Summer,106,Drama,,0,0,,,0,Streaming-flop
535,The Monkey King,8/18/2023,2023,8,Summer,96,CGI animation action comedy,PG,0,0,5.8,7820,3,Streaming-flop
536,Squared Love Everlasting,8/23/2023,2023,8,Summer,102,Romantic comedy,PG-13,0,0,4.5,439,2,Streaming-flop
537,Killer Book Club,8/25/2023,2023,8,Summer,89,Slasher,R,0,0,4.6,5853,3,Streaming-flop
538,You Are So Not Invited to My Bat Mitzvah,8/25/2023,2023,8,Summer,103,Coming-of-age,PG-13,0,0,5.9,27751,5,Streaming-hit
539,The Great Seduction,8/30/2023,2023,8,Summer,95,Comedy,R,0,0,6.5,1826,4,Streaming-hit
540,A Day and a Half,9/1/2023,2023,9,Fall/Autumn,95,Thriller,R,0,0,5.8,3574,3,Streaming-flop
541,Friday Night Plan,9/1/2023,2023,9,Fall/Autumn,108,Coming-of-age,R,0,0,6.6,2116,2,Streaming-flop
542,Happy Ending,9/1/2023,2023,9,Fall/Autumn,93,Comedy,R,0,0,5.4,2370,3,Streaming-flop
543,What If?,9/7/2023,2023,9,Fall/Autumn,112,Romantic drama,,0,0,,,0,Streaming-flop
544,Freestyle,9/13/2023,2023,9,Fall/Autumn,88,Thriller,Not Rated,0,0,4.8,1469,2,Streaming-flop
545,Ehrengard: The Art of Seduction,9/14/2023,2023,9,Fall/Autumn,94,Romantic comedy,R,0,0,5.8,3458,3,Streaming-flop
546,Once Upon a Crime,9/14/2023,2023,9,Fall/Autumn,107,Fantasy,PG,0,0,5.3,2395,3,Streaming-flop
547,El Conde,9/15/2023,2023,9,Fall/Autumn,111,Black comedy,R,0,0,6.3,16214,2,Streaming-flop
548,Love at First Sight,9/15/2023,2023,9,Fall/Autumn,91,Romance,PG-13,0,0,6.8,42211,3,Streaming-flop
549,The Abyss,9/15/2023,2023,9,Fall/Autumn,103,Disaster,R,0,0,5.3,11259,7,Streaming-hit
550,Jaane Jaan,9/21/2023,2023,9,Fall/Autumn,139,Thriller,R,0,0,7,16721,3,Streaming-flop
551,Spy Kids: Armageddon,9/22/2023,2023,9,Fall/Autumn,97,Action-adventure,PG,0,0,4.3,4428,3,Streaming-flop
552,The Black Book,9/22/2023,2023,9,Fall/Autumn,124,Thriller,R,0,0,5.3,1514,3,Streaming-flop
553,Forgotten Love,9/27/2023,2023,9,Fall/Autumn,140,Drama,PG-13,0,0,7.5,13667,8,Streaming-hit
554,Overhaul,9/27/2023,2023,9,Fall/Autumn,98,Action drama,R,0,0,4.9,978,3,Streaming-flop
555,Street Flow 2,9/27/2023,2023,9,Fall/Autumn,98,Drama,R,0,0,5.3,599,2,Streaming-flop
556,Love Is in the Air,9/28/2023,2023,9,Fall/Autumn,88,Romantic comedy,PG-13,0,0,5.6,5046,0,Streaming-flop
557,Do Not Disturb,9/29/2023,2023,9,Fall/Autumn,114,Dramedy,R,0,0,6.3,11787,1,Streaming-flop
558,Nowhere,9/29/2023,2023,9,Fall/Autumn,109,Thriller,R,0,0,6.3,48368,15,Streaming-hit
559,Reptile,9/29/2023,2023,9,Fall/Autumn,136,Crime drama,R,0,0,6.8,108579,5,Streaming-hit
560,Keys to the Heart,10/4/2023,2023,10,Fall/Autumn,102,Drama,Not Rated,0,0,6.5,354,1,Streaming-flop
561,Khufiya,10/5/2023,2023,10,Fall/Autumn,157,Spy thriller,R,0,0,6.1,8809,2,Streaming-flop
562,Fair Play,10/6/2023,2023,10,Fall/Autumn,115,Erotic thriller,R,0,0,6.4,46273,3,Streaming-flop
563,A Deadly Invitation,10/6/2023,2023,10,Fall/Autumn,93,Drama,Not Rated,0,0,5.1,2501,4,Streaming-hit
564,Ballerina,10/6/2023,2023,10,Fall/Autumn,93,Thriller,R,0,0,6.3,18773,5,Streaming-hit
565,Once Upon a Star,10/11/2023,2023,10,Fall/Autumn,138,Drama,Not Rated,0,0,7,556,0,Streaming-flop
566,Ìjọ̀gbọ̀n,10/13/2023,2023,10,Fall/Autumn,115,Drama,,0,0,,,2,Streaming-flop
567,The Conference,10/13/2023,2023,10,Fall/Autumn,100,Slasher comedy,NC-17,0,0,5.7,15985,2,Streaming-flop
568,Crypto Boy,10/19/2023,2023,10,Fall/Autumn,103,Drama,Not Rated,0,0,5.8,1445,1,Streaming-flop
569,Kandasamys: The Baby,10/20/2023,2023,10,Fall/Autumn,93,Comedy,PG-13,0,1,4.8,240,0,Streaming-flop
570,Old Dads,10/20/2023,2023,10,Fall/Autumn,104,Comedy,R,0,0,6.2,46933,3,Streaming-flop
571,Burning Betrayal,10/25/2023,2023,10,Fall/Autumn,98,Thriller,R,0,0,4.2,4731,4,Streaming-hit
572,Pain Hustlers,10/27/2023,2023,10,Fall/Autumn,124,Crime drama,R,0,0,6.6,54648,4,Streaming-hit
573,Sister Death,10/27/2023,2023,10,Fall/Autumn,90,Horror,R,0,0,5.8,10705,3,Streaming-flop
574,Hurricane Season,11/1/2023,2023,11,Fall/Autumn,99,Drama,R,0,0,5.9,1033,0,Streaming-flop
575,Locked In,11/1/2023,2023,11,Fall/Autumn,96,Psychological thriller,R,0,0,5.1,11602,3,Streaming-flop
576,Nuovo Olimpo,11/1/2023,2023,11,Fall/Autumn,112,Romance,R,0,0,7.2,7238,0,Streaming-flop
577,Wingwomen,11/1/2023,2023,11,Fall/Autumn,115,Action  dramedy,R,1,0,5.7,8190,4,Streaming-hit
578,Nyad,11/3/2023,2023,11,Fall/Autumn,121,Biopic,PG-13,0,0,7.1,44519,0,Streaming-flop
579,The Killer,11/10/2023,2023,11,Fall/Autumn,119,Neo-noir action thriller,R,1,0,6.7,221332,4,Streaming-hit
580,Best. Christmas. Ever!,11/16/2023,2023,11,Fall/Autumn,81,Romantic comedy,PG,0,0,4.5,12181,3,Streaming-flop
581,In Love and Deep Water,11/16/2023,2023,11,Fall/Autumn,127,Romantic mystery comedy,PG-13,0,0,5.2,1017,1,Streaming-flop
582,Believer 2,11/17/2023,2023,11,Fall/Autumn,116,Crime action,R,0,1,5.6,2236,3,Streaming-flop
583,Rustin,11/17/2023,2023,11,Fall/Autumn,108,Biographical drama,PG-13,0,0,6.5,14598,0,Streaming-flop
584,All-Time High,11/17/2023,2023,11,Fall/Autumn,103,Comedy,Not Rated,0,0,5.8,2312,3,Streaming-flop
585,The Queenstown Kings,11/17/2023,2023,11,Fall/Autumn,137,Drama,Not Rated,0,0,4.7,228,1,Streaming-flop
586,Leo,11/21/2023,2023,11,Fall/Autumn,106,CGI animation musical,PG,0,0,7,45393,10,Streaming-hit
587,I Don't Expect Anyone to Believe Me,11/22/2023,2023,11,Fall/Autumn,117,Comedy-thriller,R,0,0,5.7,767,0,Streaming-flop
588,Doi Boy,11/24/2023,2023,11,Fall/Autumn,99,Drama,Not Rated,0,0,5.5,856,0,Streaming-flop
589,Elena Knows,11/24/2023,2023,11,Fall/Autumn,100,Drama,Not Rated,0,0,5.5,830,2,Streaming-flop
590,Last Call for Istanbul,11/24/2023,2023,11,Fall/Autumn,91,Drama,R,0,0,5.3,10568,3,Streaming-flop
591,Wedding Games,11/24/2023,2023,11,Fall/Autumn,79,Comedy,Not Rated,0,0,4.2,167,0,Streaming-flop
592,Family Switch,11/30/2023,2023,11,Fall/Autumn,105,Comedy,PG,0,0,5.7,33088,4,Streaming-hit
593,Christmas as Usual,12/6/2023,2023,12,Winter,89,Romantic comedy,PG-13,0,0,5.5,6718,2,Streaming-flop
594,NAGA,12/7/2023,2023,12,Winter,113,Thriller,R,0,0,5.9,20333,1,Streaming-flop
595,The Archies,12/7/2023,2023,12,Winter,143,Musical,PG-13,0,0,4.2,53518,2,Streaming-flop
596,Blood Vessel,12/8/2023,2023,12,Winter,119,Thriller,Not Rated,0,0,4.4,496,3,Streaming-flop
597,Leave the World Behind,12/8/2023,2023,12,Winter,141,Drama,R,0,0,6.4,240002,5,Streaming-hit
598,Chicken Run: Dawn of the Nugget,12/15/2023,2023,12,Winter,101,Stop motion action comedy,PG,1,1,6.3,28766,4,Streaming-hit
599,Familia,12/15/2023,2023,12,Winter,105,Drama,R,0,0,6.6,1126,2,Streaming-flop
600,Maestro,12/20/2023,2023,12,Winter,131,Biographical drama,R,0,0,6.5,69070,0,Streaming-flop
601,The Taming of the Shrewd 2,12/20/2023,2023,12,Winter,100,Comedy,R,0,0,4.3,334,2,Streaming-flop
602,Rebel Moon – Part One: A Child of Fire,12/21/2023,2023,12,Winter,135,Space opera,,0,0,,,0,Streaming-flop
603,A Vampire in the Family,12/24/2023,2023,12,Winter,89,Comedy,R,0,0,4.7,1664,3,Streaming-flop
604,Kho Gaye Hum Kahan,12/26/2023,2023,12,Winter,134,Comedy drama,PG-13,0,0,7.3,31643,2,Streaming-flop
605,"Thank You, I'm Sorry",12/26/2023,2023,12,Winter,91,Comedy drama,PG-13,0,0,6,1487,3,Streaming-flop
606,Society of the Snow,1/4/2024,2024,1,Winter,145,Disaster drama,,0,0,,,12,Streaming-hit
607,Good Grief,1/5/2024,2024,1,Winter,100,Romantic comedy,,0,0,,,0,Streaming-flop
608,Lift,1/12/2024,2024,1,Winter,106,Action comedy-thriller,PG-13,0,0,5.6,52117,5,Streaming-hit
609,From the Ashes,1/18/2024,2024,1,Winter,92,Drama,PG-13,0,0,5,1391,3,Streaming-flop
610,Sixty Minutes,1/19/2024,2024,1,Winter,89,Action,R,0,0,5.7,5602,4,Streaming-hit
611,The Kitchen,1/19/2024,2024,1,Winter,107,Science fiction drama,,0,0,,,2,Streaming-flop
612,Badland Hunters,1/26/2024,2024,1,Winter,107,Dystopian action,R,0,0,6,13414,4,Streaming-hit
613,Orion and the Dark,2/2/2024,2024,2,Winter,92,CGI animated fantasy adventure,PG,0,0,6.3,18970,4,Streaming-hit
614,Ashes,2/9/2024,2024,2,Winter,100,Drama,Not Rated,0,0,4.3,2811,3,Streaming-flop
615,Bhakshak,2/9/2024,2024,2,Winter,134,Crime drama,R,0,0,7.2,7533,3,Streaming-flop
616,Kill Me If You Dare,2/13/2024,2024,2,Winter,94,Comedy,Not Rated,1,1,4.6,1454,2,Streaming-flop
617,Players,2/14/2024,2024,2,Winter,105,Romantic comedy,R,0,0,5.7,12838,2,Streaming-flop
618,Soweto Love Story,2/14/2024,2024,2,Winter,102,Romantic comedy,,0,0,,,0,Streaming-flop
619,The Heartbreak Agency,2/14/2024,2024,2,Winter,96,Romantic comedy,PG-13,0,0,5.4,787,1,Streaming-flop
620,Mea Culpa,2/23/2024,2024,2,Winter,120,Legal drama,,0,0,,,3,Streaming-flop
621,Through My Window 3: Looking at You,2/23/2024,2024,2,Winter,105,Romance,,0,0,,,5,Streaming-hit
622,Code 8: Part II,2/28/2024,2024,2,Winter,100,Science fiction,R,0,1,5.7,16953,0,Streaming-flop
623,The Parades,2/29/2024,2024,2,Winter,132,Drama,PG-13,0,0,6.6,1055,1,Streaming-flop
624,My Name Is Loh Kiwan,3/1/2024,2024,3,Spring,133,Drama,R,0,0,6.7,4833,3,Streaming-flop
625,Spaceman,3/1/2024,2024,3,Spring,107,Science fiction drama,R,0,0,5.7,46640,3,Streaming-flop
626,Damsel,3/8/2024,2024,3,Spring,110,Fantasy action,PG-13,0,0,6.1,118120,6,Streaming-hit
627,24 Hours with Gaspar,3/14/2024,2024,3,Spring,98,Crime drama,,0,0,,,1,Streaming-flop
628,Art of Love,3/14/2024,2024,3,Spring,99,Romance,PG-13,0,0,4.6,2643,3,Streaming-flop
629,Irish Wish,3/15/2024,2024,3,Spring,93,Romantic comedy,PG,0,0,5.3,23039,3,Streaming-flop
630,Murder Mubarak,3/15/2024,2024,3,Spring,141,Dramedy,Not Rated,0,0,5.8,51451,2,Streaming-flop
631,The Wonderful Story of Henry Sugar and Three More,3/15/2024,2024,3,Spring,88,Fantasy anthology,PG,1,0,7.1,11933,0,Streaming-flop
632,Shirley,3/22/2024,2024,3,Spring,118,Biographical drama,PG-13,0,0,6.2,3623,2,Streaming-flop
633,The Casagrandes Movie,3/22/2024,2024,3,Spring,85,Animated comedy,PG,0,0,5.6,765,2,Streaming-flop
634,Rest in Peace,3/27/2024,2024,3,Spring,107,Drama,Not Rated,0,0,5.8,2512,0,Streaming-flop
635,No Pressure,3/27/2024,2024,3,Spring,112,Romantic comedy,Not Rated,0,0,5.2,1201,4,Streaming-hit
636,Heart of the Hunter,3/29/2024,2024,3,Spring,107,Spy thriller,R,0,0,4.7,2335,3,Streaming-flop
637,The Beautiful Game,3/29/2024,2024,3,Spring,125,Drama,PG-13,0,0,6.3,8791,1,Streaming-flop
638,The Wages of Fear,3/29/2024,2024,3,Spring,106,Thriller,R,1,1,4.6,4476,8,Streaming-hit
639,The Tearsmith,4/4/2024,2024,4,Spring,105,Coming-of-age romantic drama,R,0,0,5.2,14440,8,Streaming-hit
640,Scoop,4/5/2024,2024,4,Spring,102,Biographical drama,Not Rated,0,0,6.5,21872,2,Streaming-flop
641,A Journey,4/12/2024,2024,4,Spring,115,Drama,Not Rated,0,0,5.7,352,2,Streaming-flop
642,Amar Singh Chamkila,4/12/2024,2024,4,Spring,145,Romantic musical,Not Rated,0,0,7.8,17241,2,Streaming-flop
643,"Love, Divided",4/12/2024,2024,4,Spring,98,Romantic comedy,PG-13,1,1,6,5117,4,Streaming-hit
644,Stolen,4/12/2024,2024,4,Spring,107,Drama,Not Rated,0,0,5.8,2421,3,Streaming-flop
645,Woody Woodpecker Goes to Camp,4/12/2024,2024,4,Spring,100,Slapstick comedy,PG,0,0,4.5,2922,5,Streaming-hit
646,Rebel Moon – Part Two: The Scargiver,4/19/2024,2024,4,Spring,123,Space opera,,0,0,,,0,Streaming-flop
647,City Hunter,4/25/2024,2024,4,Spring,104,Action comedy,R,1,1,6.3,6100,3,Streaming-flop
648,Honeymoonish,4/29/2024,2024,4,Spring,100,Romantic comedy,Not Rated,0,0,5.3,1704,3,Streaming-flop
649,Down the Rabbit Hole,5/1/2024,2024,5,Spring,102,Deadpan comedy,R,0,0,5.6,611,2,Streaming-flop
650,Beautiful Rebel,5/2/2024,2024,5,Spring,113,Biographical drama,Not Rated,0,0,6.2,1129,1,Streaming-flop
651,Unfrosted,5/3/2024,2024,5,Spring,96,Comedy,PG-13,0,0,5.5,36581,3,Streaming-flop
652,Mother of the Bride,5/9/2024,2024,5,Spring,90,Romantic comedy,PG,0,0,4.9,17997,5,Streaming-hit
653,Monster,5/16/2024,2024,5,Spring,84,Thriller,,0,0,9.7,134,2,Streaming-flop
654,Thelma the Unicorn,5/17/2024,2024,5,Spring,98,CGI animated musical,PG,0,0,5.8,3360,3,Streaming-flop
655,In Good Hands 2,5/23/2024,2024,5,Spring,99,Romantic comedy,PG-13,0,0,5.3,1144,2,Streaming-flop
656,Atlas,5/24/2024,2024,5,Spring,120,Science fiction thriller,PG-13,0,0,5.6,59215,4,Streaming-hit
657,My Oni Girl,5/24/2024,2024,5,Spring,112,Anime fantasy,PG,0,0,6,2198,0,Streaming-flop
658,Bionic,5/29/2024,2024,5,Spring,110,Science fiction,R,0,0,4.3,1849,2,Streaming-flop
659,Colors of Evil: Red,5/29/2024,2024,5,Spring,112,Crime thriller,Not Rated,0,0,6.4,9395,5,Streaming-hit
660,A Part of You,5/31/2024,2024,5,Spring,100,Coming-of-age drama,Not Rated,0,0,5.8,3194,1,Streaming-flop
661,The Price of Nonna's Inheritance,6/4/2024,2024,6,Summer,90,Comedy,Not Rated,0,0,5.4,1360,2,Streaming-flop
662,Under Paris,6/5/2024,2024,6,Summer,103,Thriller,R,0,0,5.2,39190,21,Streaming-hit
663,Basma,6/6/2024,2024,6,Summer,105,Drama,Not Rated,0,0,4.4,628,0,Streaming-flop
664,Ultraman: Rising,6/14/2024,2024,6,Summer,121,CGI animated superhero,PG,0,0,6.9,7336,3,Streaming-flop
665,Inheritance,6/19/2024,2024,6,Summer,94,Comedy,Not Rated,0,0,6.2,113,4,Streaming-hit
666,Maharaj,6/21/2024,2024,6,Summer,131,Period drama,Not Rated,1,0,6.5,15693,4,Streaming-hit
667,Trigger Warning,6/21/2024,2024,6,Summer,106,Action thriller,R,0,0,4.6,20504,4,Streaming-hit
668,Drawing Closer,6/27/2024,2024,6,Summer,118,Romance,PG-13,0,0,7.7,3628,2,Streaming-flop
669,A Family Affair,6/28/2024,2024,6,Summer,113,Romantic comedy,PG-13,0,0,5.4,39554,5,Streaming-hit
670,Beverly Hills Cop: Axel F,7/3/2024,2024,7,Summer,117,Buddy cop,R,0,0,6.4,86557,4,Streaming-hit
671,Goyo,7/5/2024,2024,7,Summer,107,Romantic drama,Not Rated,0,0,6.6,2432,3,Streaming-flop
672,Wild Wild Punjab,7/10/2024,2024,7,Summer,110,Comedy,R,0,0,6.2,17636,2,Streaming-flop
673,Vanished into the Night,7/11/2024,2024,7,Summer,92,Thriller,Not Rated,0,0,5.2,5187,4,Streaming-hit
674,Blame the Game,7/12/2024,2024,7,Summer,92,Comedy,R,0,0,5.4,5963,4,Streaming-hit
675,Lobola Man,7/12/2024,2024,7,Summer,108,Comedy,Not Rated,0,0,4.6,232,2,Streaming-flop
676,The Champion,7/12/2024,2024,7,Summer,106,Comedy,Not Rated,1,1,5.5,1007,2,Streaming-flop
677,Find Me Falling,7/19/2024,2024,7,Summer,93,Romantic comedy,Not Rated,0,0,6.3,13806,3,Streaming-flop
678,House of Ga'a,7/26/2024,2024,7,Summer,120,Drama,R,0,0,4,505,2,Streaming-flop
679,Non Negotiable,7/26/2024,2024,7,Summer,86,Action comedy,PG-13,0,0,5.4,1319,3,Streaming-flop
680,Borderless Fog,8/1/2024,2024,8,Summer,111,Crime thriller,Not Rated,0,0,5.2,1434,3,Streaming-flop
681,Saving Bikini Bottom: The Sandy Cheeks Movie,8/2/2024,2024,8,Summer,86,CGI animated comedy,G,0,0,3.6,4572,3,Streaming-flop
682,Lolo and the Kid,8/7/2024,2024,8,Summer,97,Drama,Not Rated,0,0,6.4,987,3,Streaming-flop
683,Mission: Cross,8/9/2024,2024,8,Summer,100,Crime comedy spy,R,0,0,6.1,2944,5,Streaming-hit
684,Phir Aayi Hasseen Dillruba,8/9/2024,2024,8,Summer,132,Crime thriller,Not Rated,0,1,5.8,7341,4,Streaming-hit
685,The Union,8/16/2024,2024,8,Summer,109,Spy,PG-13,0,0,5.5,57722,6,Streaming-hit
686,Nice Girls,8/21/2024,2024,8,Summer,92,Action comedy,R,0,0,4.3,1348,2,Streaming-flop
687,Incoming,8/23/2024,2024,8,Summer,91,Comedy,R,0,0,5.8,16316,3,Streaming-flop
688,Tòkunbọ̀,8/23/2024,2024,8,Summer,112,Crime thriller,,0,0,,,2,Streaming-flop
689,Untamed Royals,8/28/2024,2024,8,Summer,99,Drama,R,0,0,4.6,735,2,Streaming-flop
690,The Deliverance,8/30/2024,2024,8,Summer,112,Thriller,R,0,0,5.1,24984,4,Streaming-hit
691,(Un)lucky Sisters,8/30/2024,2024,8,Summer,83,Comedy,PG-13,0,0,5.2,947,3,Streaming-flop
692,Rebel Ridge,9/6/2024,2024,9,Fall/Autumn,131,Thriller,R,0,0,6.8,101102,6,Streaming-hit
693,Boxer,9/11/2024,2024,9,Fall/Autumn,152,Sports drama,R,0,0,6.5,1540,2,Streaming-flop
694,Technoboys,9/11/2024,2024,9,Fall/Autumn,110,Musical drama,Not Rated,0,0,5.3,1113,2,Streaming-flop
695,Officer Black Belt,9/13/2024,2024,9,Fall/Autumn,109,Action comedy,R,0,0,6.9,10230,4,Streaming-hit
696,Sector 36,9/13/2024,2024,9,Fall/Autumn,123,Crime thriller,R,0,0,7.1,26793,3,Streaming-flop
697,Uglies,9/13/2024,2024,9,Fall/Autumn,102,Fantasy,PG-13,0,0,4.7,36545,4,Streaming-hit
698,His Three Daughters,9/20/2024,2024,9,Fall/Autumn,104,Drama,,0,0,,,1,Streaming-flop
699,Divorce,9/25/2024,2024,9,Fall/Autumn,92,Drama,Not Rated,0,0,5.9,888,1,Streaming-flop
700,A True Gentleman,9/26/2024,2024,9,Fall/Autumn,110,Drama,R,0,0,4.5,2762,2,Streaming-flop
701,Rez Ball,9/27/2024,2024,9,Fall/Autumn,113,Sports drama,PG-13,0,0,6.4,2940,1,Streaming-flop
702,Trouble,10/3/2024,2024,10,Fall/Autumn,98,Action comedy,R,1,1,6.2,7832,5,Streaming-hit
703,CTRL,10/4/2024,2024,10,Fall/Autumn,99,Thriller,Not Rated,0,0,6.2,6816,1,Streaming-flop
704,It's What's Inside,10/4/2024,2024,10,Fall/Autumn,104,Horror thriller,R,0,0,6.6,50368,0,Streaming-flop
705,The Platform 2,10/4/2024,2024,10,Fall/Autumn,100,Science fiction,R,0,0,4.9,45972,5,Streaming-hit
706,In Her Place,10/11/2024,2024,10,Fall/Autumn,95,Drama,PG-13,0,0,6.3,7346,2,Streaming-flop
707,Lonely Planet,10/11/2024,2024,10,Fall/Autumn,96,Romantic drama,R,0,0,5.7,13205,4,Streaming-hit
708,Uprising,10/11/2024,2024,10,Fall/Autumn,128,Historical thriller,R,0,0,6.6,7038,4,Streaming-hit
709,Justice,10/16/2024,2024,10,Fall/Autumn,115,Crime drama,R,0,0,6.3,4534,3,Streaming-flop
710,Outside,10/17/2024,2024,10,Fall/Autumn,142,Post-apocalyptic psychological thriller,,0,0,5.1,5323,3,Streaming-flop
711,The Shadow Strays,10/17/2024,2024,10,Fall/Autumn,145,Action,NC-17,0,0,6.5,10893,4,Streaming-hit
712,Happiness Is,10/18/2024,2024,10,Fall/Autumn,96,Comedy drama,R,0,0,3.9,331,1,Streaming-flop
713,The Man Who Loved UFOs,10/18/2024,2024,10,Fall/Autumn,107,Comedy drama,R,0,0,5.3,685,0,Streaming-flop
714,Family Pack,10/23/2024,2024,10,Fall/Autumn,95,Comedy,PG-13,0,0,5.5,11065,9,Streaming-hit
715,Do Patti,10/25/2024,2024,10,Fall/Autumn,127,Mystery thriller,Not Rated,0,0,6.3,70477,4,Streaming-hit
716,Don't Move,10/25/2024,2024,10,Fall/Autumn,92,Thriller horror,R,0,0,5.8,44751,4,Streaming-hit
717,Time Cut,10/30/2024,2024,10,Fall/Autumn,91,Science fiction slasher,PG-13,0,0,5.1,22375,3,Streaming-flop
718,Let Go,11/1/2024,2024,11,Fall/Autumn,110,Drama,Not Rated,0,0,7,7348,5,Streaming-hit
719,Meet Me Next Christmas,11/6/2024,2024,11,Fall/Autumn,105,Romantic comedy,PG,0,0,5.7,9487,3,Streaming-flop
720,Pedro Páramo,11/6/2024,2024,11,Fall/Autumn,132,Drama,R,0,0,6.3,3530,2,Streaming-flop
721,10 Days of a Curious Man,11/7/2024,2024,11,Fall/Autumn,110,Drama,R,0,0,5.7,1531,0,Streaming-flop
722,Umjolo: The Gone Girl,11/8/2024,2024,11,Fall/Autumn,93,Romantic comedy,R,0,0,4.4,312,2,Streaming-flop
723,Vijay 69,11/8/2024,2024,11,Fall/Autumn,112,Comedy drama,PG-13,0,0,6.1,1296,0,Streaming-flop
724,Hot Frosty,11/13/2024,2024,11,Fall/Autumn,92,Romantic comedy,PG,0,0,5.3,16262,3,Streaming-flop
725,GTMAX,11/20/2024,2024,11,Fall/Autumn,100,Action,R,0,0,5,1455,3,Streaming-flop
726,The Merry Gentlemen,11/20/2024,2024,11,Fall/Autumn,87,Romantic comedy,PG,0,0,4.8,11384,2,Streaming-flop
727,Maybe Baby 2,11/21/2024,2024,11,Fall/Autumn,107,Comedy,Not Rated,0,0,5.7,653,2,Streaming-flop
728,Joy,11/22/2024,2024,11,Fall/Autumn,115,Drama,PG-13,0,0,7.1,11556,0,Streaming-flop
729,Spellbound,11/22/2024,2024,11,Fall/Autumn,110,CGI animated musical fantasy,PG,0,0,5.5,8848,3,Streaming-flop
730,The Piano Lesson,11/22/2024,2024,11,Fall/Autumn,127,Drama,PG-13,0,0,6.2,5572,0,Streaming-flop
731,Our Little Secret,11/27/2024,2024,11,Fall/Autumn,101,Romantic comedy,PG-13,0,0,5.7,26679,5,Streaming-hit
732,Sikandar Ka Muqaddar,11/29/2024,2024,11,Fall/Autumn,143,Crime drama,R,0,0,6,26281,4,Streaming-hit
733,The Snow Sister,11/29/2024,2024,11,Fall/Autumn,97,Holiday,PG,0,0,7,2616,2,Streaming-flop
734,That Christmas,12/4/2024,2024,12,Winter,97,CGI-animated Christmas fantasy comedy-drama,PG,0,0,6.8,20392,5,Streaming-hit
735,The Children's Train,12/4/2024,2024,12,Winter,106,Period drama,PG,0,0,7.4,9690,8,Streaming-hit
736,Camp Crasher,12/6/2024,2024,12,Winter,95,Comedy,PG-13,0,0,5.5,977,3,Streaming-flop
737,Mary,12/6/2024,2024,12,Winter,112,Period drama,PG-13,0,0,5.2,9053,0,Streaming-flop
738,Carry-On,12/13/2024,2024,12,Winter,119,Action thriller,PG-13,0,0,6.5,190818,8,Streaming-hit
739,Disaster Holiday,12/13/2024,2024,12,Winter,93,Comedy,PG,0,0,4.9,901,2,Streaming-flop
740,Ferry 2,12/20/2024,2024,12,Winter,95,Crime drama,R,0,1,5.6,4266,3,Streaming-flop
741,The Six Triple Eight,12/20/2024,2024,12,Winter,129,Period drama,PG-13,0,0,6.7,31385,4,Streaming-hit
742,Umjolo: Day Ones,12/20/2024,2024,12,Winter,86,Romantic comedy,R,0,0,4.3,174,2,Streaming-flop
743,The Love Scam,1/1/2025,2025,1,Winter,101,Romantic comedy,R,0,0,6.1,1734,3,Streaming-flop
744,"Umjolo: My Beginning, My End!",1/3/2025,2025,1,Winter,73,Romantic comedy,,0,0,,,1,Streaming-flop
745,Wallace & Gromit: Vengeance Most Fowl,1/3/2025,2025,1,Winter,82,Stop-motion comedy,,0,0,,,1,Streaming-flop
746,Ad Vitam,1/10/2025,2025,1,Winter,98,Action thriller,R,0,0,5.9,11121,5,Streaming-hit
747,Back in Action,1/17/2025,2025,1,Winter,114,Action comedy,PG-13,0,0,5.9,65650,7,Streaming-hit
748,The Sand Castle,1/24/2025,2025,1,Winter,97,Drama,,0,0,,,2,Streaming-flop
749,Lucca's World,1/31/2025,2025,1,Winter,96,Drama,PG-13,0,0,6.9,1784,4,Streaming-hit
750,Kinda Pregnant,2/5/2025,2025,2,Winter,100,Comedy,R,0,0,4.9,18012,3,Streaming-flop
751,The Witcher: Sirens of the Deep,2/11/2025,2025,2,Winter,91,Animation,R,0,0,6.1,11057,1,Streaming-flop
752,Death Before the Wedding,2/12/2025,2025,2,Winter,106,Comedy,PG-13,0,0,4.8,696,2,Streaming-flop
753,Honeymoon Crasher,2/12/2025,2025,2,Winter,95,Comedy,R,0,0,5.6,3624,3,Streaming-flop
754,La Dolce Villa,2/13/2025,2025,2,Winter,99,Romantic comedy,PG,0,0,6,12445,3,Streaming-flop
755,Dhoom Dhaam,2/14/2025,2025,2,Winter,108,Romantic comedy,R,0,0,6.4,8485,3,Streaming-flop
756,Love Forever,2/14/2025,2025,2,Winter,96,Romantic comedy,R,0,0,5.2,1915,2,Streaming-flop
757,The Most Beautiful Girl in the World,2/14/2025,2025,2,Winter,122,Romantic comedy,PG-13,0,0,6.2,1107,3,Streaming-flop
758,Umjolo: There is No Cure,2/14/2025,2025,2,Winter,78,Romantic comedy,R,0,0,4.1,170,0,Streaming-flop
759,A Copenhagen Love Story,2/26/2025,2025,2,Winter,105,Romance,R,0,0,6.3,2265,3,Streaming-flop
760,Demon City,2/27/2025,2025,2,Winter,107,Revenge thriller,R,1,0,5.4,6246,4,Streaming-hit
